entity;occur;06/2015;02/2015;01/2016;12/2015;07/2014;06/2014;11/2015;06/2017;08/2016;11/2014;09/2014;08/2014;10/2015;02/2014;12/2016;09/2015;05/2016;04/2016;03/2016;05/2014;01/2017;02/2017;05/2017;03/2017;07/2017;11/2016;09/2016;02/2016;04/2017;03/2015;06/2016;01/2014;10/2016;12/2014;10/2014;03/2014;04/2014;07/2016;01/2015;04/2015;07/2015;05/2015;08/2015
Iowa;274;None;None;0.067927;None;None;None;None;0.0;None;None;None;None;None;0.0;None;-0.0451;0.0;0.0602;None;0.0493;0.1806;0.048131;None;-0.1475;0.0;0.050038;0.030675;None;0.0494;None;0.0;None;None;None;None;0.1806;None;None;None;None;None
Fox;273;None;None;0.023112;None;None;None;None;-0.022884;None;None;None;None;None;0.13392;None;-0.032889;0.164822;None;0.027364999999999997;0.178653;0.055872000000000005;0.147627;None;0.0681;0.12282799999999999;0.0;0.028667;None;None;0.12635;None;None;None;None;0.119175;None;None;None;None;None
Twitter xe2x80x99s;272;None;None;-0.055033000000000006;None;None;None;None;0.134615;None;None;None;None;None;0.029994;None;0.38155;-0.028975;None;-0.041525;0.091633;0.11333299999999999;None;-0.061134;-0.12019200000000001;-0.04312;0.0;None;0.011029;None;-0.297452;None;None;None;None;None;None;None;None;None
Bannon;268;None;None;None;None;None;None;-0.057145;None;None;None;None;None;0.021333;None;-0.123475;None;-6.500000000000001e-05;0.012473;0.1453;0.036636;None;0.025029;-0.08533400000000001;0.013982;None;None;0.0066170000000000005;None;None;None;None;None;None;None;None;None
2009;267;None;None;-0.132435;None;None;None;None;0.0;-0.024689;None;None;None;None;None;-0.005575;None;0.064;-0.11140699999999999;0.030660000000000003;None;0.023818000000000002;-0.0929;-0.028069999999999998;-0.09803300000000001;None;0.10615;-0.069837;-0.148053;0.037917;None;-0.226793;None;0.039120999999999996;None;None;None;None;-0.07142899999999999;None;None;None;None;None
April;266;None;None;0.0;None;None;None;None;-0.110571;None;None;None;None;None;0.003078;None;0.063825;-0.07221799999999999;-0.020572999999999998;None;-0.0843;0.0;0.019119;0.036877999999999994;None;0.025;-0.068775;-0.001518;-0.006027;None;-0.033421;None;-0.08933300000000001;None;None;None;None;-0.129691;None;None;None;None;None
Donald Trump xe2x80x99s;265;None;None;0.18974000000000002;None;None;None;None;0.05385;None;None;None;None;None;0.045722000000000006;None;0.0;-0.0167;0.032858;None;0.057884000000000005;0.021411000000000003;0.144763;-0.00644;None;0.057218;0.034125;0.22298600000000002;0.096067;None;0.151014;None;-0.095332;None;None;None;None;0.0;None;None;None;None;None
India;263;None;None;0.039418;None;None;None;None;0.021741999999999997;None;None;None;None;None;-0.015434999999999999;None;0.0;0.077014;-0.098686;None;-0.043693;0.091067;0.0;-0.134945;None;0.123057;-0.25943299999999997;0.085288;0.054173;None;-0.017505;None;-0.194575;None;None;None;None;0.0;None;None;None;None;None
YouTube;262;None;None;0.02908;None;None;None;None;0.11064;None;None;None;None;None;-0.102408;None;0.0;0.101062;0.10447999999999999;None;0.056666999999999995;-0.047272;-0.07025;-0.019334999999999998;None;0.05297;0.036083;0.079965;0.073478;None;0.0;None;-0.039277;None;None;None;None;0.1806;None;None;None;None;None
Johnson;260;None;None;-0.03531;None;None;None;None;-0.07025;None;None;None;None;None;-0.061511;None;0.051032999999999995;-0.030695;0.11418699999999998;None;-0.015562999999999999;0.1901;-0.045012;0.068;None;0.031817000000000005;-0.037962;-0.031168;0.103828;None;0.052687;None;0.03372;None;None;None;None;-0.157283;None;None;None;None;None
Islam;259;None;None;0.079172;None;None;None;None;-0.144137;None;None;None;None;None;0.066933;None;0.0;-0.12335;0.0331;None;-0.1806;0.14987799999999998;-0.036056;-0.071252;None;-0.23225;-0.1338;0.039075;-0.075573;None;-0.07272100000000001;None;-0.078186;None;None;None;None;-0.127433;None;None;None;None;None
Brussels;258;None;None;0.0;None;None;None;None;-0.1405;None;None;None;None;None;-0.079;None;-0.3531;-0.318474;-0.18044100000000002;None;0.27115;0.01312;-0.42115;0.052975;None;0.0;-0.051032999999999995;-0.148;0.0;None;-0.211364;None;-0.0428;None;None;None;None;-0.18781199999999998;None;None;None;None;None
FDA;256;None;None;0.21075;None;None;None;None;-0.00302;None;None;None;None;None;-0.003662;None;-0.148;0.04655;0.093263;None;0.01454;0.0;0.058929999999999996;0.103707;None;-0.058365;-0.195723;0.5215;-0.065231;None;-0.016444;None;0.061009;None;None;None;None;0.4215;None;None;None;None;None
Donald;256;None;None;0.030295;None;None;None;None;0.1468;None;None;None;None;None;0.062105999999999995;None;0.040317;-0.023091;None;0.07224;0.173986;0.105709;-0.032671;None;0.126169;-0.126882;0.0082;None;-0.036306;None;0.036169;None;None;None;None;None;None;None;None;None
decade;255;None;None;-0.08517000000000001;None;None;None;None;0.04046;None;None;None;None;None;-0.02744;None;-0.0854;-0.01119;-0.12262200000000001;None;0.043744;0.027460000000000002;0.013966999999999999;0.030729000000000003;None;0.043769999999999996;-0.019648;0.014374000000000001;0.013326;None;0.01123;None;-0.0294;None;None;None;None;0.10115;None;None;None;None;None
Fox News;255;None;None;0.01799;None;None;None;None;-0.070035;None;None;None;None;None;0.039725;None;0.0;0.0;0.039405;None;0.022494999999999998;-0.206933;0.030761;-0.004978;None;-0.11692899999999999;-0.011838;0.087389;-0.024877;None;0.0;None;-0.10115;None;None;None;None;0.0;None;None;None;None;None
Zuckerberg;254;None;None;0.135633;None;None;None;None;0.0;None;None;None;None;None;-0.096233;None;0.072976;None;-0.0034969999999999997;0.051611000000000004;-0.1341;0.04494;None;-0.097789;0.0;0.027819999999999998;0.060786;None;0.12598900000000002;None;0.0683;None;None;None;None;0.0554;None;None;None;None;None
half;252;None;None;0.006451999999999999;None;None;None;None;-0.026663;None;None;None;None;None;-0.13139;None;0.2202;0.036255;0.045175;None;-0.015571000000000002;-0.04763;-0.051571000000000006;-0.044385;None;-0.097053;0.07909400000000001;0.059021000000000004;-0.084057;None;0.071614;None;0.0647;None;None;None;None;0.07224;None;None;None;None;None
50;251;None;None;-0.10528699999999999;None;None;None;None;-0.013263999999999998;None;None;None;None;None;0.020332;None;-0.175567;0.021573;0.033538;None;0.0;-0.018033;0.052128999999999995;0.053384;None;0.08735599999999999;-0.002867;0.133075;0.028163999999999998;None;-0.22857800000000003;None;-0.005229999999999999;None;None;None;None;0.0262;None;None;None;None;None
6;250;None;None;0.040729;None;None;None;None;0.061875;None;None;None;None;None;-0.023466;None;0.0;0.032652;-0.036976999999999996;None;-0.03415;0.06753300000000001;0.0;0.037967;None;0.003225;-0.049363;0.0;-0.0026499999999999996;None;0.019607;None;-0.042631;None;None;None;None;0.21075;None;None;None;None;None
December;249;None;None;0.029788;None;None;None;None;0.10908599999999999;None;None;None;None;None;0.071;None;0.0;0.09176000000000001;-0.07275;None;-0.012456;-0.009703;0.03415;-0.02816;None;0.0;0.005514;-0.111679;-0.069864;None;0.010583;None;0.091067;None;None;None;None;-0.04526;None;None;None;None;None
Court;249;None;None;0.346463;None;None;None;None;0.08453200000000001;None;None;None;None;None;0.37029;None;-0.08192999999999999;0.34264;None;0.40863;0.1246;0.21208600000000002;0.052887;None;0.451187;0.16095;0.440028;0.374324;None;0.41167;None;0.205891;None;None;None;None;None;None;None;None;None
Robert;247;None;None;0.0;None;None;None;None;-0.27115;None;None;None;None;None;0.0;None;-0.105375;None;0.0;-0.016263;0.254367;-0.0851;None;0.31245;0.0;0.001911;-0.044382;None;0.4767;None;None;None;None;None;None;None;None;None;None
iraqi;247;None;None;-0.180678;None;None;None;None;-0.016319;None;None;None;None;None;-0.0087;None;0.0;0.0314;None;0.1853;-0.2787;0.036588999999999997;0.048522;None;0.051423;0.11119100000000001;0.0;0.2682;None;0.0;None;-0.002555;None;None;None;None;0.05562;None;None;None;None;None
latino;246;None;None;0.12748199999999998;None;None;None;None;-0.068345;None;None;None;None;None;-0.002538;None;-0.2553;-0.130081;0.145669;None;0.1101;-0.035356;-0.029057999999999997;None;0.114514;-0.004487;0.201995;0.0119;None;-0.029716000000000003;None;-0.034671;None;None;None;None;0.098821;None;None;None;None;None
Utah;246;None;None;0.0;None;None;None;None;-0.050237000000000004;None;None;None;None;None;0.05391699999999999;None;0.03704;0.029457;0.078303;None;-0.008881;0.007167;0.15273299999999998;-0.025623000000000003;None;-0.114829;-0.08038;0.156553;-0.098936;None;-0.06993300000000001;None;0.19075;None;None;None;None;0.0;None;None;None;None;None
Amazon;245;None;None;0.2569;None;None;None;None;0.3385;None;None;None;None;None;0.14477;None;0.2733;0.223043;None;0.227936;0.248744;0.20289200000000002;0.167575;None;0.23229299999999997;0.29835;0.2411;0.16048199999999999;None;0.365833;None;0.303625;None;None;None;None;0.1779;None;None;None;None;None
Alabama;245;None;None;0.042245;None;None;None;None;-0.038932999999999995;None;None;None;None;None;-0.130377;None;-0.015786;0.1973;-0.011867;None;-0.015859;0.0;0.051815999999999994;0.0;None;0.008020000000000001;0.10328699999999999;-0.040987;0.040027999999999994;None;-0.01192;None;-0.023467;None;None;None;None;None;None;None;None;None
seven;245;None;None;-0.179615;None;None;None;None;-0.10545999999999998;None;None;None;None;None;-0.30811900000000003;None;-0.1953;0.045754;-0.085708;None;-0.15872999999999998;-0.211997;0.024625;-0.059533;None;-0.101827;-0.009159;0.067215;-0.07254400000000001;None;-0.028388999999999998;None;-0.10765699999999999;None;None;None;None;-0.18305;None;None;None;None;None
May;244;None;None;-0.056053;None;None;None;None;-0.010713;None;None;None;None;None;0.10698099999999999;None;0.0;0.2787;None;0.11951400000000001;0.04526;0.0;0.035707;None;-0.094841;-0.03259;0.141073;0.030914999999999998;None;0.068275;None;-0.031861;None;None;None;None;0.0;None;None;None;None;None
October;241;None;None;-0.010043;None;None;None;None;0.05588099999999999;None;None;None;None;None;-0.030344;None;-0.15524000000000002;-0.10347;-0.11404500000000001;None;-0.088738;0.0;-0.07376;-0.047206;None;0.032760000000000004;0.0514;0.02732;-0.037717;None;0.089271;None;0.04779;None;None;None;None;None;None;None;None;None
german;239;None;None;-0.034638;None;None;None;None;0.004156;None;None;None;None;None;-0.169123;None;0.0;0.015855;-0.001113;None;-0.05219;-0.18422;0.081487;-0.037291000000000005;None;-0.11333299999999999;0.2202;-0.020447;-0.04767;None;-0.05425;None;0.084856;None;None;None;None;0.0;None;None;None;None;None
Michigan;238;None;None;-0.16036199999999998;None;None;None;None;-0.16454000000000002;None;None;None;None;None;-0.063694;None;0.0;0.004212;-0.004703;None;-0.038841;0.042667000000000004;-0.021725;-0.017827000000000003;None;0.019459;-0.099483;0.07036;0.056323000000000005;None;-0.010296;None;-0.012190000000000001;None;None;None;None;0.1591;None;None;None;None;None
UN;237;None;None;-0.041533;None;None;None;None;-0.14316700000000002;None;None;None;None;None;-0.02455;None;0.6808;0.27115;None;-0.10800599999999999;0.010777;0.0;0.192623;None;0.009967;0.005823;-0.2023;0.045791000000000005;None;0.052833000000000005;None;0.002805;None;None;None;None;None;None;None;None;None
CIA;237;None;None;-0.05487;None;None;None;None;-0.025259999999999998;None;None;None;None;None;0.023379;None;0.10634;-0.006286;0.1342;None;-0.004679;0.0;-0.17;-0.008384;None;-0.046258999999999995;0.050746;-0.070141;None;-0.14102699999999999;None;-0.1591;None;None;None;None;-0.1101;None;None;None;None;None
Ryan;234;None;None;-0.050233;None;None;None;None;0.11127100000000001;None;None;None;None;None;0.094139;None;0.4215;None;-0.019005;0.116671;0.12223599999999998;0.032418;None;0.044965;0.129071;0.0;-0.08578;None;0.067911;None;-0.009351;None;None;None;None;None;None;None;None;None
Moscow;234;None;None;0.015;None;None;None;None;0.0;None;None;None;None;None;-0.12000799999999999;None;0.0;0.0903;0.09176000000000001;None;0.010643000000000001;0.0029230000000000003;-0.06954;0.012592;None;0.033882;0.12905999999999998;0.15293299999999999;-0.006793;None;0.061831;None;0.04058;None;None;None;None;0.095317;None;None;None;None;None
September;233;None;None;-0.087881;None;None;None;None;0.0;None;None;None;None;None;-0.027364999999999997;None;-0.11315;0.019566999999999998;-0.025;None;-0.081285;-0.125;0.0593;-0.133306;None;-0.027905000000000003;0.082317;0.038538;-0.04009;None;-0.032125;None;-0.12361400000000002;None;None;None;None;0.0;None;None;None;None;None
Brazil;233;None;None;-0.157856;None;None;None;None;-0.017311;None;None;None;None;None;0.04515;None;0.0;-0.034741;-0.056672;None;0.012329000000000001;0.029243;-0.1405;None;-0.018164;-0.08152000000000001;-0.10757699999999999;0.1215;None;-0.001973;None;0.0;None;None;None;None;-0.25;None;None;None;None;None
Brown;232;None;None;-0.078585;None;None;None;None;-0.078786;None;None;None;None;None;-0.026367;None;-0.27014;-0.044328;0.033618;None;-0.04645;0.0;-0.33864;0.15654;None;0.09534;-0.187472;-0.064088;-0.10916700000000001;None;0.0;None;0.021015;None;None;None;None;0.0;None;None;None;None;None
Virginia;230;None;None;-0.137043;None;None;None;None;0.043841000000000005;None;None;None;None;None;-0.065843;None;0.0;0.035125;0.138308;None;-0.008362999999999999;-0.071962;-0.03329;-0.07537200000000001;None;-0.12498;0.127122;0.032282;0.0;None;0.008733;None;0.016584;None;None;None;None;None;None;None;None;None
August;230;None;None;0.024836;None;None;None;None;0.0;None;None;None;None;None;0.074644;None;-0.0546;0.102087;None;0.070393;-0.140033;0.0;0.048825;None;-0.045381;-0.109623;0.0;-0.0898;None;0.17;None;-0.071353;None;None;None;None;0.0;None;None;None;None;None
Canada;229;None;None;0.084235;None;None;None;None;-0.128511;None;None;None;None;None;0.1561;None;0.0;0.1701;-0.085629;None;0.017603999999999998;-0.025914;0.0;-0.050488;None;0.064514;0.0;0.0;-0.087047;None;0.048608;None;0.0;None;None;None;None;None;None;None;None;None
Kim;228;None;None;-0.2083;None;None;None;None;0.017135;0.028870999999999997;None;None;None;None;None;0.0;None;None;0.04526;-0.077831;-0.01886;-0.047537;None;0.057821000000000004;0.130771;0.0;None;-0.1833;None;-0.0814;None;None;None;None;0.121493;None;None;None;None;None
South Carolina;226;None;None;0.003826;None;None;None;None;-0.119175;None;None;None;None;None;0.0;None;0.23835;-0.035332999999999996;0.092956;None;0.082317;-0.024686000000000003;-0.045457;-0.131675;None;0.0;-0.121425;0.071305;0.0;None;0.0;None;-0.060347000000000005;None;None;None;None;None;None;None;None;None
30;223;None;None;-0.199291;None;None;None;None;0.020657;None;None;None;None;None;-0.07432899999999999;None;0.0;-0.144553;0.067078;None;-0.014047;-0.164517;0.0;-0.089675;None;-0.180133;-0.072839;0.033733;0.0;None;-0.075761;None;-0.041493;None;None;None;None;-0.105129;None;None;None;None;None
Britain;223;None;None;-0.143814;None;None;None;None;0.066643;None;None;None;None;None;0.13139;None;0.10668299999999999;0.170712;None;0.23395;-0.055562;0.1353;0.053217999999999994;None;0.099022;0.191192;-0.036356;-0.013766999999999998;None;-0.042118;None;0.043619;None;None;None;None;0.073775;None;None;None;None;None
June;222;None;None;0.17668599999999998;None;None;None;None;-0.001629;None;None;None;None;None;-0.014224;None;0.0;0.068;-0.11438;None;0.0;0.0;0.0;0.4215;None;-0.108045;0.008297;0.0;0.021639;None;0.15736;None;-0.0402;None;None;None;None;0.0;None;None;None;None;None
Democrat;222;None;None;0.12903299999999998;None;None;None;None;0.0;None;None;None;None;None;0.045393;None;0.0;-0.03818;-0.030356;None;0.181586;0.149978;0.093125;0.144654;None;0.0131;0.0;0.036438;0.087743;None;-0.08574;None;0.04019;None;None;None;None;None;None;None;None;None
July;222;None;None;-0.157343;None;None;None;None;-0.07232999999999999;None;None;None;None;None;-0.035875;None;0.011767;0.075538;-0.09486699999999999;None;-0.061195000000000006;-0.1702;0.0;0.0683;None;-0.074447;-0.040542;0.005459;0.05365;None;0.0;None;-0.117444;None;None;None;None;None;None;None;None;None
eight;222;None;None;-0.26568800000000004;None;None;None;None;0.001065;None;None;None;None;None;0.043623;None;0.017155;0.00023199999999999997;None;-0.233567;0.003256;0.00632;-0.049944;None;-0.12034600000000001;-0.005729;-0.030333;-0.09262999999999999;None;0.0;None;-0.111108;None;None;None;None;-0.08038;None;None;None;None;None
French;221;None;None;0.0;None;None;None;None;0.033975;None;None;None;None;None;None;0.0;0.03178;-0.127971;None;0.6369;0.0;0.055991;0.2094;None;0.05362000000000001;0.0;0.0;0.006308;None;-0.030279;None;0.0;None;None;None;None;None;None;None;None;None
12;221;None;None;-0.12525799999999998;None;None;None;None;-0.0017239999999999998;None;None;None;None;None;-0.14718;None;-0.053033000000000004;-0.053204999999999995;-0.126769;None;-0.032525;-0.106869;0.0116;0.0881;None;-0.052764;-0.04874;-0.08908300000000001;0.024477000000000002;None;-0.047893;None;-0.05764299999999999;None;None;None;None;-0.190633;None;None;None;None;None
8;219;None;None;-0.017822;None;None;None;None;-0.074509;None;None;None;None;None;0.0;None;0.029572;-0.0745;None;-0.2162;0.136514;0.0366;0.0;None;0.00965;0.071742;-0.055305999999999994;0.025081;None;0.06712;None;0.012823;None;None;None;None;0.018286;None;None;None;None;None
evening;218;None;None;-0.06916900000000001;None;None;None;None;0.02126;None;None;None;None;None;-0.139961;None;-0.17;-0.0020440000000000002;-0.081607;None;-0.010168;0.04767;-0.043683;0.0;None;0.016858;-0.043691;0.117325;0.0292;None;-0.27865999999999996;None;0.06461;None;None;None;None;-0.401;None;None;None;None;None
afternoon;218;None;None;-0.003582;None;None;None;None;-0.1007;None;None;None;None;None;0.049454000000000005;None;0.075433;0.084937;-0.052369000000000006;None;0.01311;-0.135522;0.036556;0.021943999999999998;None;0.05559;-0.041989;0.032891000000000004;-0.031972;None;0.0;None;0.105858;None;None;None;None;0.0;None;None;None;None;None
Times;217;None;None;0.0;None;None;None;None;None;None;None;None;None;-0.018208000000000002;None;0.021068;-0.015578999999999999;None;-0.00534;0.00772;-0.010465;-0.03621;None;-0.030073000000000003;-0.005379;0.0;0.0;None;-0.027607;None;-0.062035;None;None;None;None;None;None;None;None;None
14;217;None;None;-0.110305;None;None;None;None;0.0;-0.1817;None;None;None;None;None;-0.165129;None;0.005576;-0.415584;None;0.06644;-0.041331;-0.032836000000000004;0.011956999999999999;None;0.005938000000000001;-0.062564;-0.40606;-0.1218;None;-0.10212;None;0.029994;None;None;None;None;-0.030619999999999998;None;None;None;None;None
Obamacare;217;None;None;0.0921;None;None;None;None;0.0;None;None;None;None;None;0.140629;None;0.0;0.004913;None;-0.0002;0.104565;-0.030910000000000003;-0.037404;None;-0.031471;0.1702;0.11315;-0.084053;None;0.0;None;0.21696;None;None;None;None;None;None;None;None;None
dutch;216;None;None;0.064;None;None;None;None;0.0;None;None;None;None;None;0.0129;None;0.0;-0.206044;None;0.0258;0.0;0.012896000000000001;0.032758999999999996;None;0.0;0.2294;0.0040030000000000005;None;-0.01465;None;0.16076;None;None;None;None;-0.015871;None;None;None;None;None
Lee;215;None;None;0.044229000000000004;None;None;None;None;None;None;None;None;None;0.009788;None;0.16318;0.0;-0.33711399999999997;None;0.038943;-0.026106;0.022238;None;-0.0507;0.024308;0.089994;0.047189;None;None;0.07387200000000001;None;None;None;None;0.0158;None;None;None;None;None
EPA;214;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;-0.021374;None;0.050383;0.008169;0.046352;None;0.05501;0.017287999999999998;-0.2732;0.14603;None;0.2263;-0.050575;-0.142475;None;0.2023;None;0.075433;None;None;None;None;0.0;None;None;None;None;None
Libya;212;None;None;0.0;None;None;None;None;-0.038119;None;None;None;None;None;0.0;None;-0.038994;-0.037880000000000004;0.073878;None;0.0;0.0;0.0;None;-0.274167;-0.06393099999999999;None;0.078558;None;None;None;None;None;None;None;None;None;None
Conway;210;None;None;None;None;None;None;0.17238;None;None;None;None;None;0.0;None;0.0;None;-0.008361;0.008858;0.008313;None;0.118118;-0.0061329999999999996;0.039775;0.008415;None;None;0.046313;None;None;None;None;None;None;None;None;None
daily;210;None;None;0.013375;None;None;None;None;-0.125023;None;None;None;None;None;0.061692;None;0.0;0.0581;0.10286300000000001;None;-0.050513999999999996;0.20608;-0.066562;-0.085408;None;0.03878;-0.058877;-0.01589;-0.10250899999999999;None;-0.1323;None;-0.00495;None;None;None;None;-0.087367;None;None;None;None;None
Rubio;210;None;None;0.016437;None;None;None;None;None;None;None;None;None;0.1953;None;0.0;0.058246000000000006;None;0.03553;-0.5859;0.20095;0.0;None;0.31845;-0.4215;0.015984;None;None;None;None;None;None;None;None;None;None;None
mexican;208;None;None;0.02661;None;None;None;None;-0.03249;None;None;None;None;None;-0.277667;None;-0.165633;-0.1401;-0.08366;None;-0.064835;0.012686;0.10438299999999999;-0.01315;None;-0.13314;0.033477999999999994;-0.217338;0.109983;None;-0.098255;None;0.025243;None;None;None;None;None;None;None;None;None
nine;208;None;None;-0.090556;None;None;None;None;0.01864;None;None;None;None;None;-0.21804;None;-0.3982;-0.084036;-0.224681;None;-0.106025;0.0734;-0.14690999999999999;0.0329;None;-0.181347;-0.164825;-0.236531;0.009627;None;-0.094483;None;-0.27314299999999997;None;None;None;None;-0.209117;None;None;None;None;None
Scott;208;None;None;None;None;None;None;-0.038736;None;None;None;None;None;-0.12054400000000001;None;-0.050575;None;-0.13536900000000002;0.01015;0.023819999999999997;0.102367;None;0.0;-0.172402;None;0.0;None;-0.0813;None;None;None;None;None;None;None;None;None
Samsung;208;None;None;0.0;None;None;None;None;-0.063833;None;None;None;None;None;0.041641000000000004;None;None;-0.127225;-0.130933;0.067687;None;-0.05575;0.0308;0.1347;0.105348;None;-0.05135;None;0.033464;None;None;None;None;0.0;None;None;None;None;None
Australia;207;None;None;-0.11112899999999999;None;None;None;None;-0.018391;None;None;None;None;None;-0.10800699999999999;None;0.0;-0.21135;None;0.002321;-0.10275799999999999;0.005814;0.044578;None;-0.036325;-0.08807999999999999;0.001131;0.0;None;-0.022969;None;-0.005313;None;None;None;None;0.0;None;None;None;None;None
2007;206;None;None;-0.21784299999999998;None;None;None;None;0.0;0.026793;None;None;None;None;None;0.044656;None;-0.45376700000000003;0.040369;-0.062108000000000003;None;0.085655;-0.10534;0.10534;-0.027063;None;-0.043892;0.03216;0.10601700000000001;-0.025762;None;-0.108964;None;-0.022817;None;None;None;None;-0.09866699999999999;None;None;None;None;None
West;205;None;None;-0.085533;None;None;None;None;None;None;None;None;None;0.04285;None;-0.23772;-0.08937;-0.15798;None;0.052562;0.102775;0.083338;-0.028256;None;-0.08804400000000001;-0.09545;-0.020073;0.046038;None;-0.185643;None;-0.15742899999999999;None;None;None;None;None;None;None;None;None
Egypt;205;None;None;-0.044847000000000005;None;None;None;None;0.0;None;None;None;None;None;-0.080082;None;0.4215;0.1319;-0.0258;None;-0.32735;-0.39794;0.028879000000000002;0.0;None;0.023273;0.211773;-0.003191;-0.017386000000000002;None;0.062;None;0.3578;None;None;None;None;0.0;None;None;None;None;None
Assad;205;None;None;-0.041256;None;None;None;None;-0.243222;None;None;None;None;None;-0.136353;None;-0.30096;-0.275057;None;-0.1913;0.0;-0.063467;0.0;None;0.164925;-0.113975;-0.050374;-0.037986;None;-0.058316999999999994;None;-0.065725;None;None;None;None;-0.1008;None;None;None;None;None
Aleppo;204;None;None;-0.029393;None;None;None;None;-0.0015869999999999999;None;None;None;None;None;-0.151722;None;0.002112;None;-0.043833;-0.2294;0.0;None;-0.051754999999999995;-0.075445;-0.127992;-0.0644;None;None;-0.029454;None;None;None;None;None;None;None;None;None
Pence;203;None;None;None;None;None;None;-0.00016999999999999999;None;None;None;None;None;-0.082508;None;None;0.018607;-0.3151;0.011091;None;0.08784;0.0;0.0;None;None;0.0014470000000000002;None;None;None;None;0.023573;None;None;None;None;None
earlier this month;202;None;None;-0.07663099999999999;None;None;None;None;0.046787999999999996;None;None;None;None;None;-0.036659;None;0.06425;-0.08794500000000001;-0.084382;None;-0.038667;-0.04583;-0.125;-0.026951999999999997;None;-0.067709;-0.00528;-0.10360799999999999;-0.196765;None;0.031853;None;-0.126333;None;None;None;None;-0.148;None;None;None;None;None
2017;200;None;None;0.2202;None;None;None;None;-0.130771;None;None;None;None;None;0.09425800000000001;None;0.0;-0.011411;0.1468;None;0.029226;-0.164463;-0.052025999999999996;-0.002333;None;0.051990999999999996;-0.23815;0.4404;0.007314;None;None;0.105575;None;None;None;None;None;None;None;None;None
Williams;196;None;None;-0.061779999999999995;None;None;None;None;-0.017092;None;None;None;None;None;-0.16032000000000002;None;0.0;-0.018973;0.009382;None;-0.1366;0.1468;0.057855;None;0.0;0.08165700000000001;0.019977;-0.065837;None;-0.0464;None;0.0;None;None;None;None;None;None;None;None;None
Wisconsin;196;None;None;0.018943;None;None;None;None;0.0;0.04281;None;None;None;None;None;-0.0457;None;0.119817;0.175567;None;0.0;-0.1315;0.049911000000000004;0.018675;None;0.011646;0.032788;0.073375;0.0602;None;0.05464;None;0.069873;None;None;None;None;0.164633;None;None;None;None;None
Ohio;196;None;None;-0.2787;None;None;None;None;-0.056875;None;None;None;None;None;0.045719;None;0.0;-0.11630399999999999;-0.05246900000000001;None;-0.20068;0.212025;-0.071117;0.032114;None;0.037094999999999996;-0.019778;0.16076;-0.071858;None;0.131846;None;-0.036047;None;None;None;None;0.0;None;None;None;None;None
Trump xe2x80x99s;195;None;None;-0.053275;None;None;None;None;0.020006;None;None;None;None;None;0.119496;None;None;0.0;0.1239;-0.01962;0.02051;None;0.137052;0.17722000000000002;0.114192;None;None;0.10606700000000001;None;None;None;None;None;None;None;None;None
Hollywood;193;None;None;0.11941900000000001;None;None;None;None;0.1889;None;None;None;None;None;0.03365;None;0.19125;0.133428;-0.0587;None;-0.09505;0.023927;0.1953;0.077625;None;-0.000439;0.178278;0.022932;0.0;None;-0.062914;None;0.0;None;None;None;None;None;None;None;None;None
Nevada;192;None;None;0.056616999999999994;None;None;None;None;0.07224;None;None;None;None;None;0.065424;None;0.0326;-0.084844;0.024836;None;0.082238;0.0;-0.038439999999999995;None;-0.1911;-0.062611;0.090067;0.093033;None;-0.018535;None;0.154111;None;None;None;None;0.1901;None;None;None;None;None
11;191;None;None;-0.151757;None;None;None;None;0.127605;None;None;None;None;None;0.026344;None;-0.013556;-0.091875;None;-0.07778600000000001;-0.08630800000000001;-0.041667;-0.0424;None;0.0;-0.023176;-0.042533;-0.012261;None;-0.141289;None;0.0;None;None;None;None;0.0;None;None;None;None;None
AP;190;None;None;-0.043720999999999996;None;None;None;None;-0.01985;None;None;None;None;None;-0.054491;None;0.0;-0.012418;0.056666999999999995;None;0.047171;0.0;0.11505;0.0;None;0.077471;0.034;-0.071595;-0.09866699999999999;None;0.004794;None;-0.11784700000000001;None;None;None;None;-0.6705;None;None;None;None;None
DC;188;None;None;0.08492899999999999;None;None;None;None;0.13675;None;None;None;None;None;-0.015527000000000001;None;0.0;None;0.024433;-0.12575999999999998;-0.154089;-0.002649;None;0.004786;0.0;0.2577;0.048387;None;None;0.0;None;None;None;None;None;None;None;None;None
ACLU;187;None;None;-0.089667;None;None;None;None;0.086079;None;None;None;None;None;0.23385;None;-0.261267;-0.025256999999999998;0.08515;None;0.03355;-0.017186;0.19772;-0.039417;None;0.055169;0.022535;0.0;-0.085022;None;0.2732;None;-0.001725;None;None;None;None;-0.07754;None;None;None;None;None
Mosul;186;None;None;None;None;None;None;-0.130367;None;None;None;None;None;-0.158423;None;0.0;0.0;None;0.0;-0.1526;-0.135685;None;-0.142334;-0.1278;-0.254533;None;0.0;None;-0.021214;None;None;None;None;0.2732;None;None;None;None;None
DNC;184;None;None;0.04786;None;None;None;None;0.016643;None;None;None;None;None;-0.051533;None;-0.051833000000000004;None;-0.076226;0.025733;-0.06758600000000001;0.074245;None;-0.045457;-0.130927;0.0;0.091067;None;0.0;None;0.011382999999999999;None;None;None;None;None;None;None;None;None
