entity;occur;06/2015;02/2015;01/2016;12/2015;07/2014;06/2014;11/2015;06/2017;08/2016;11/2014;09/2014;08/2014;10/2015;02/2014;12/2016;09/2015;05/2016;04/2016;03/2016;05/2014;01/2017;02/2017;05/2017;03/2017;07/2017;11/2016;09/2016;02/2016;04/2017;03/2015;06/2016;01/2014;10/2016;12/2014;10/2014;03/2014;04/2014;07/2016;01/2015;04/2015;07/2015;05/2015;08/2015
Portland;62;None;None;None;None;None;None;0.0;None;None;None;None;None;None;0.0;0.0;None;0.0;0.0;-0.17138699999999998;0.06978999999999999;None;-0.070714;0.125;-0.056575;None;0.0;None;0.1909;None;None;None;None;None;None;None;None;None
Washington Post;62;None;None;0.0734;None;None;None;None;0.0837;None;None;None;None;None;-0.091067;None;0.10606700000000001;None;-0.090383;-0.2002;0.0;-0.06364;None;-0.091067;0.11717999999999999;0.1591;0.0;None;-0.014671;None;-0.1462;None;None;None;None;0.29295;None;None;None;None;None
million of dollar;62;None;None;0.047767000000000004;None;None;None;None;-0.021417;None;None;None;None;None;0.15265;None;0.0;-0.159971;None;0.215175;-0.067433;0.008843;None;-0.5423;0.20466700000000002;0.304167;None;-0.0443;None;0.056575;None;None;None;None;None;None;None;None;None
a few day;62;None;None;-0.09825;None;None;None;None;-0.15044000000000002;None;None;None;None;None;-0.1837;None;0.0;0.0;0.1468;None;-0.35015;0.0;0.0;0.067433;None;0.100475;-0.125367;-0.16345;0.0;None;-0.1091;None;0.0;None;None;None;None;0.0;None;None;None;None;None
USA;62;None;None;0.0;None;None;None;None;0.117007;None;None;None;None;None;0.097567;None;0.4215;None;-0.44442;-0.5181;0.251525;0.25715;None;0.09545;0.0;None;0.11417999999999999;None;-0.12145999999999998;None;None;None;None;None;None;None;None;None
PayPal;62;None;None;0.624;None;None;None;None;0.0;None;None;None;None;None;0.021745;None;0.0;0.060542;0.0;None;-0.045457;0.1204;0.1468;None;-0.066067;0.0;0.208;None;0.41163299999999997;None;0.18642;None;None;None;None;None;None;None;None;None
the European Union;61;None;None;0.11405;None;None;None;None;-0.171975;None;None;None;None;None;-0.4404;None;0.0;-0.21075;None;0.07525;0.08815;0.230267;0.148922;None;0.1061;0.0611;0.01005;-0.10547999999999999;None;-0.010320000000000001;None;-0.03764;None;None;None;None;0.2553;None;None;None;None;None
weekend;61;None;None;-0.021833;None;None;None;None;0.07955;None;None;None;None;None;0.0;None;0.0;None;-0.0143;-0.039633;0.0;None;-0.0998;-0.1343;0.194944;-0.03412;None;0.3818;None;None;None;None;None;-0.9337;None;None;None;None;None
36;61;None;None;-0.049333;None;None;None;None;0.0;None;None;None;None;None;-0.549063;None;0.0;-0.083812;0.11333299999999999;None;-0.131675;-0.1858;0.0;0.0;None;0.0;0.0;0.2777;-0.125;None;-0.119175;None;0.0;None;None;None;None;None;None;None;None;None
Ireland;61;None;None;None;None;None;None;-0.011894;None;None;None;None;None;0.1405;None;0.0;0.0;0.0;None;0.0;None;-0.07525;0.4989;-0.030619999999999998;0.0;None;-0.041976;None;0.0;None;None;None;None;0.0;None;None;None;None;None
the summer;61;None;None;-0.123829;None;None;None;None;-0.0172;None;None;None;None;None;0.04645;None;0.131675;0.0;None;0.0;0.0;0.0;None;0.066967;-0.1245;0.0;0.0;None;0.4588;None;0.1956;None;None;None;None;0.4588;None;None;None;None;None
congressional;61;None;None;None;None;None;None;0.0;None;None;None;None;None;-0.14837999999999998;None;0.3612;0.133967;None;0.11315;0.014957;0.0;-0.070233;None;-0.1486;0.032;0.0;0.06852000000000001;None;-0.133967;None;0.10115;None;None;None;None;None;None;None;None;None
Rolling Stone;61;None;None;0.0;None;None;None;None;None;None;None;None;None;None;0.0;0.09877999999999999;None;0.0;0.1027;0.0;None;0.6369;0.0;-0.064657;None;-0.07962899999999999;None;-0.1047299;None;None;None;None;None;None;None;None;None
the end of the day;60;None;None;0.0;None;None;None;None;None;None;None;None;None;0.036425;None;-0.030629000000000003;0.0;None;0.0;0.0;0.0;-0.08168500000000001;None;-0.017117;0.0;0.0;0.0;None;0.0;None;0.123175;None;None;None;None;None;None;None;None;None
Atlantic;60;None;None;0.3804;None;None;None;None;0.0;None;None;None;None;None;0.045533;None;0.0;-0.056575;None;0.09545;-0.1531;-0.081627;None;0.1101;0.233188;0.0951;0.0;None;0.0;None;-0.0966;None;None;None;None;0.0;None;None;None;None;None
arabic;60;None;None;0.0;None;None;None;None;0.11751800000000001;None;None;None;None;None;0.0;None;0.10115;0.0;0.0;None;-0.3612;0.0;0.0;None;0.0;0.102986;0.2732;None;0.0498;None;0.0129;None;None;None;None;0.12765;None;None;None;None;None
recent day;60;None;None;0.24695;None;None;None;None;0.0;None;None;None;None;None;0.0;None;0.091067;0.0837;None;-0.2263;0.0;-0.0602;0.070667;None;-0.031775;0.11148;0.0;0.14985;None;0.181733;None;-0.205;None;None;None;None;None;None;None;None;None
San Diego;60;None;None;None;None;None;None;0.0;None;None;None;None;None;-0.159375;None;0.0172;0.021733000000000002;None;0.0;-0.13708299999999998;-0.07945;None;0.0;-0.2814;0.0;0.121325;None;0.2202;None;0.02565;None;None;None;None;-0.2787;None;None;None;None;None
Cameron;60;None;None;0.0;None;None;None;None;-0.010175;None;None;None;None;None;None;0.074311;-0.1531;None;None;0.0;0.08502;-0.041014;0.0;None;0.1017;None;-0.28595;None;None;None;None;0.09777999999999999;None;None;None;None;None
billion;60;None;None;0.0;None;None;None;None;0.0843;None;None;None;None;None;-0.255343;None;0.0;-0.133967;-0.5859;None;0.040167;0.235933;-0.1806;0.0;None;-0.09534;0.105333;0.4404;0.07475;None;0.1101;None;0.0;None;None;None;None;None;None;None;None;None
Christians;59;None;None;-0.0995;None;None;None;None;None;None;None;None;None;-0.14716700000000002;None;0.3182;0.252867;None;-0.10735;0.0;0.282267;-0.1027;None;0.138879;-0.113067;0.1468;0.0;None;0.20095;None;0.00456;None;None;None;None;0.0;None;None;None;None;None
weekly;59;None;None;-0.16132;None;None;None;None;-0.180767;None;None;None;None;None;0.0;None;0.0;0.025733;None;0.0;0.0;0.0;-0.060014;None;0.0;-0.13686700000000002;0.0;0.082317;None;0.0;None;0.0;None;None;None;None;None;None;None;None;None
Capitol;59;None;None;0.0;None;None;None;None;None;None;None;None;None;0.0;None;0.2202;-0.09564299999999999;None;0.059588;0.0;-0.148383;0.17802;None;0.21075;-0.159225;0.022729;None;0.0;None;None;None;None;None;None;None;None;None;None
the Education Department;59;None;None;None;None;None;None;-0.27881999999999996;None;None;None;None;None;0.21916;None;0.0;0.0;0.0;None;0.5267;0.330125;0.015633;0.0;None;0.01294;0.0;0.0;None;0.090383;None;0.05135;None;None;None;None;None;None;None;None;None
Puerto Rico;59;None;None;0.0;None;None;None;None;0.0683;None;None;None;None;None;None;0.0;0.2083;-0.10268;None;0.0;0.0;None;0.3818;0.09545;0.0;-0.02405;None;-0.055933000000000004;None;0.2295;None;None;None;None;0.0;None;None;None;None;None
Sweden;59;None;None;-0.070233;None;None;None;None;-0.050683;None;None;None;None;None;0.0;None;0.0;0.0;None;0.0;-0.066983;0.0;0.0;None;0.0;0.0;-0.020914;-0.22465;None;0.07791100000000001;None;-0.6908;None;None;None;None;None;None;None;None;None
Hitler;59;None;None;None;None;None;None;0.0;None;None;None;None;None;0.034367;None;0.0;0.0;-0.3454;None;0.012733;-0.18596;0.0;0.210475;None;-0.037825;-0.23835;0.0;0.043207999999999996;None;0.3612;None;-0.2615;None;None;None;None;None;None;None;None;None
CBS;59;None;None;0.0;None;None;None;None;None;None;None;None;None;0.0655;None;0.27115;0.0;-0.09866699999999999;None;0.0;0.032;0.0;0.037;None;0.045982999999999996;0.02054;0.3182;-0.045457;None;-0.1204;None;None;None;None;None;0.0;None;None;None;None;None
34;58;None;None;0.0;None;None;None;None;0.10132200000000001;None;None;None;None;None;-0.142975;None;-0.6486;-0.0557;-0.16366;None;0.31845;-0.074;-0.087133;0.21075;None;0.0;0.044967;-0.037975;None;None;-0.021917;None;None;None;None;0.0;None;None;None;None;None
10 %;58;None;None;-0.0459;None;None;None;None;0.275233;None;None;None;None;None;-0.020640000000000002;None;0.0;0.011029;0.0;None;-0.2732;0.0;-0.288775;0.0;None;0.216022;-0.091067;None;0.017159999999999998;None;0.02008;None;None;None;None;-0.2732;None;None;None;None;None
Peter Thiel;58;None;None;None;None;None;None;0.0;None;None;None;None;None;0.4312;None;0.0;0.0;None;0.082582;0.0;0.0;-0.10606700000000001;None;0.033467000000000004;0.0;0.1591;0.0;None;0.057178;None;-0.014556999999999999;None;None;None;None;None;None;None;None;None
4 %;58;None;None;0.0;None;None;None;None;0.1253;None;None;None;None;None;0.0;None;0.1806;0.0;0.10606700000000001;None;0.119175;-0.11155;0.100412;None;0.0;0.091067;0.0;-0.032889;None;0.0;None;0.0;None;None;None;None;None;None;None;None;None
greek;58;None;None;-0.07945;None;None;None;None;0.0;None;None;None;None;None;-0.117833;None;0.0;-0.156225;None;-0.32971999999999996;-0.5235;-0.01255;-0.02035;None;0.02762;None;-0.07675599999999999;None;None;None;None;None;0.0;None;None;None;None;None
NIH;58;None;None;None;None;None;None;0.0;None;None;None;None;None;0.0516;None;-0.119175;None;-0.06575;0.1743;0.026882;None;0.08895;0.0;-0.048162;None;0.0;None;None;None;None;None;0.10192000000000001;None;None;None;None;None
Skype;57;None;None;0.087783;None;None;None;None;0.0;None;None;None;None;None;0.0;None;0.0;0.125;None;0.039029;0.0;-0.051729;0.0;None;0.0;0.0;0.07524299999999999;0.0;None;None;-0.11235;None;None;None;None;None;None;None;None;None
Rogers;57;None;None;0.00645;None;None;None;None;None;None;None;None;None;None;0.3112;0.044039999999999996;None;0.098333;0.15897999999999998;None;0.0734;-0.039775;None;0.0;None;0.021562;None;None;None;None;0.0;None;None;None;None;None
the Los Angeles Times;57;None;None;-0.0734;None;None;None;None;-0.2294;None;None;None;None;None;-0.27115;None;-0.09866699999999999;0.0;None;0.7906;0.0;0.0;None;0.0;-0.0396;0.0;None;0.0;None;-0.142233;None;None;None;None;0.0;None;None;None;None;None
RNC;57;None;None;0.0;None;None;None;None;0.16435;None;None;None;None;None;-0.320675;None;0.0;None;-0.210575;0.0;0.0;0.039029;None;0.164413;0.045141;None;0.2023;None;0.24265;None;None;None;None;0.0;None;None;None;None;None
Wednesday night;57;None;None;0.0;None;None;None;None;-0.0903;None;None;None;None;None;-0.075433;None;0.0;0.159225;None;0.059425;-0.17;-0.29958;0.13686700000000002;None;-0.11315;-0.268083;0.0;0.061738;None;0.0;None;0.0;None;None;None;None;None;None;None;None;None
1980;57;None;None;-0.052687;None;None;None;None;0.0;0.016;None;None;None;None;None;-0.2997;None;-0.26424000000000003;0.123475;None;0.28595;-0.053117;-0.2467;None;0.0193;0.0;0.0;0.0;None;None;-0.11185;None;None;None;None;None;None;None;None;None
1 %;57;None;None;0.1376;None;None;None;None;-0.0903;None;None;None;None;None;None;-0.2732;0.0;None;0.0;0.06984299999999999;-0.0034289999999999998;None;0.041667;-0.115933;0.130125;0.126667;None;0.0;None;0.0;None;None;None;None;None;None;None;None;None
ESPN;57;None;None;-0.05025;None;None;None;None;0.0;None;None;None;None;None;0.0;None;-0.06554299999999999;-0.098686;None;0.0;0.0;None;0.0;-0.2263;0.088577;0.0;None;0.0;None;-0.2263;None;None;None;None;0.0;None;None;None;None;None
Hispanics;56;None;None;0.3327;None;None;None;None;-0.119175;None;None;None;None;None;0.258225;None;0.0;0.24506;None;0.0;0.6908;-0.31845;None;0.10928;0.0683;0.0464;None;None;-0.00456;None;None;None;None;0.08807999999999999;None;None;None;None;None
Mitch McConnell;56;None;None;0.0086;None;None;None;None;None;None;None;None;None;0.04024;None;0.0;None;0.28128600000000004;0.0;0.164983;0.003686;None;-0.1204;0.0;0.01544;-0.1772;None;0.0;None;0.24695;None;None;None;None;None;None;None;None;None
an hour;56;None;None;0.0386;None;None;None;None;-0.006533;None;None;None;None;None;-0.05135;None;0.0;0.07282999999999999;None;-0.23748000000000002;-0.133967;0.0625;0.0;None;0.0;0.00645;-0.047622000000000005;0.0;None;-0.2305;None;0.0;None;None;None;None;None;None;None;None;None
New Mexico;56;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;0.0;None;0.0;-0.076919;0.0683;None;0.15272;0.0;0.0;None;0.0;0.01326;None;0.0;None;None;None;None;None;None;None;None;None;None
Election Day;56;None;None;None;None;None;None;0.17;None;None;None;None;None;0.0;None;0.3182;None;0.227775;-0.2732;-0.0363;None;-0.100783;0.08895;0.0;None;0.0;None;-0.018116999999999998;None;None;None;None;None;None;None;None;None
midnight;56;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;-0.089156;None;0.0;0.0;None;0.0;-0.042422;None;-0.125644;-0.11509100000000001;-0.257567;0.0;None;0.0;None;None;None;None;None;None;None;None;None;None
20 %;56;None;None;None;None;None;None;0.0;None;None;None;None;None;0.266017;None;-0.05135;0.037075;0.0;None;0.0;0.0;-0.5106;-0.094875;None;0.1215;0.142975;0.08038;None;0.0683;None;-0.085;None;None;None;None;None;None;None;None;None
1989;55;None;None;0.1858;None;None;None;None;-0.280067;None;None;None;None;None;0.0;None;-0.3062;0.05135;-0.123333;None;0.04308;0.0;0.133967;None;-0.1147;-0.19488699999999998;0.2754;-0.4475;None;-0.1258;None;0.0;None;None;None;None;0.0;None;None;None;None;None
6 million;55;None;None;0.0;None;None;None;None;0.3612;None;None;None;None;None;-0.0843;None;-0.4019;0.1405;None;0.0;0.0;-0.0592;0.0;None;0.148;0.1806;-0.43895;-0.03804;None;-0.060214;None;0.0;None;None;None;None;0.0;None;None;None;None;None
800;55;None;None;0.20095;None;None;None;None;0.0775;None;None;None;None;None;0.039029;None;-0.3818;None;0.0;-0.025675;0.0903;-0.0851;None;0.0;-0.09765;-0.33525;0.0;None;0.0;None;-0.3818;None;None;None;None;0.0;None;None;None;None;None
mp;55;None;None;None;None;None;None;None;None;None;None;None;0.2377;None;0.25;None;0.4019;-0.012492;-0.267917;None;0.128582;0.0635;0.4404;None;0.4117;None;-0.10823800000000001;None;None;None;None;None;None;None;None;None
Shia;55;None;None;0.10606700000000001;None;None;None;None;-0.4088;None;None;None;None;None;-0.19226;None;None;0.10581700000000001;0.0;None;-0.19361199999999998;-0.1735;0.0;-0.6124;None;0.21075;None;None;None;None;None;None;None;None;None;None
2 %;55;None;None;-0.167114;None;None;None;None;0.0;None;None;None;None;None;0.12878;None;0.0;0.0;0.0;None;0.0;0.1147;None;0.0;0.0;0.0;-0.0592;None;0.0;None;0.12365;None;None;None;None;None;None;None;None;None
asian;55;None;None;-0.014743000000000001;None;None;None;None;0.4767;None;None;None;None;None;0.0;None;0.0;0.0;0.14056;None;0.083333;0.0;-0.034233;0.062133;None;0.4767;-0.0344;0.0;None;0.0;None;0.21181999999999998;None;None;None;None;0.0;None;None;None;None;None
ten;55;None;None;-0.1421;None;None;None;None;-0.1591;None;None;None;None;None;-0.24695;None;0.12726700000000002;0.236775;None;0.0;-0.167625;0.05512;None;0.0;-0.037670999999999996;-0.06495;None;-0.229729;None;0.050575;None;None;None;None;None;None;None;None;None
at least two;55;None;None;-0.237975;None;None;None;None;0.0;None;None;None;None;None;-0.133967;None;-0.1958;-0.456667;None;-0.4588;-0.317886;-0.267933;0.0;None;-0.33525;-0.5574;-0.125829;-0.13935;None;0.1702;None;None;None;None;None;-0.23835;None;None;None;None;None
New Orleans;54;None;None;-0.033717000000000004;None;None;None;None;-0.027714;None;None;None;None;None;-0.092214;None;-0.07085;-0.4767;None;0.0;-0.061738;0.24695;0.0;None;0.0;-0.056614;0.0;0.0;None;None;None;None;None;None;None;None;None;None;None
Science;54;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;0.2278;None;0.3404;0.0;None;0.0;0.0;0.1426;None;0.13763;None;-0.012866999999999998;None;None;None;None;None;None;None;None;None;None
Nashville;54;None;None;None;None;None;None;0.14486500000000002;None;None;None;None;None;0.0;None;0.0;-0.100475;None;0.296;0.0;0.058717;0.050329;None;0.0;0.0;0.0;None;0.0;None;0.0;None;None;None;None;0.4019;None;None;None;None;None
Police;54;None;None;0.0;None;None;None;None;-0.14445;None;None;None;None;None;0.133967;None;0.003378;-0.2732;None;-0.11111700000000001;0.0;-0.1589;None;0.0;0.0;0.0;None;-0.091538;None;None;None;None;None;None;None;None;None;None
Hurst;54;None;None;-0.055062;None;None;None;None;None;None;None;None;None;0.5574;None;-0.07655;-0.034;0.1858;None;0.0;None;-0.07;0.0;None;-0.10875599999999999;None;0.0;None;None;None;None;None;None;None;None;None
two month;54;None;None;0.10697999999999999;None;None;None;None;-0.03092;None;None;None;None;None;0.0;None;0.2732;-0.254675;0.0;None;0.0;0.0;-0.179375;0.0;None;0.0;0.0;-0.2787;0.1702;None;-0.19235;None;-0.12726700000000002;None;None;None;None;0.0;None;None;None;None;None
Damascus;54;None;None;-0.04605;None;None;None;None;None;None;None;None;None;None;0.0;0.2263;None;0.0;-0.8225;None;0.7003;0.0;0.057357000000000005;0.030025;None;0.0;None;0.0;None;None;None;None;None;None;None;None;None
Bloomberg;53;None;None;0.08807999999999999;None;None;None;None;0.0;None;None;None;None;None;0.0;None;0.0;-0.11333299999999999;None;0.0;0.0;-0.11148;0.0;None;0.10534;0.0;0.117978;None;None;-0.1858;None;None;None;None;None;None;None;None;None
Tuesday night;53;None;None;-0.1645;None;None;None;None;0.5267;None;None;None;None;None;0.0;None;0.0;-0.064625;0.0;None;0.233;0.228125;-0.5574;0.0;None;0.066317;0.5267;0.147083;0.18764;None;0.2294;None;0.20095;None;None;None;None;None;None;None;None;None
Steve;52;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;0.0;None;None;0.5859;0.0903;0.3612;None;0.130545;0.0;0.0;-0.11795;None;0.0163;None;0.09248200000000001;None;None;None;None;-0.09866699999999999;None;None;None;None;None
Maine;52;None;None;0.0;None;None;None;None;-0.0941;None;None;None;None;None;0.051953;None;0.29885;0.0;None;0.0;0.0;0.0;0.0;None;0.0;0.0625;0.4019;0.0;None;None;None;None;None;None;None;None;None;None;None
Idaho;52;None;None;0.0;None;None;None;None;None;None;None;None;None;0.0;None;0.0;-0.004229999999999999;None;0.0;0.0;-0.2591;0.0;None;0.0;0.2202;0.2997;-0.0369;None;0.0;None;0.08605;None;None;None;None;None;None;None;None;None
phd;52;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;None;None;0.1405;0.0;-0.125;-0.0061189999999999994;None;0.0;0.0;0.0;None;0.0;None;0.0696;None;None;None;None;None;None;None;None;None
50 %;52;None;None;-0.27115;None;None;None;None;0.0;None;None;None;None;None;-0.443;None;0.0;0.1219;None;0.0611;0.027017000000000003;0.150314;None;-0.1772;-0.131675;0.0129;0.03845;None;0.3275;None;0.0;None;None;None;None;0.1366;None;None;None;None;None
Kellyanne Conway;52;None;None;None;None;None;None;0.30105;None;None;None;None;None;0.0;None;None;-0.062914;0.04515;-0.09966;-0.0166;None;0.13488;0.0;-0.04046;None;None;-0.049333;None;None;None;None;None;None;None;None;None
just day;52;None;None;0.0;None;None;None;None;-0.32985;None;None;None;None;None;-0.167625;None;-0.33525;-0.3659;0.10115;None;0.0449;0.0;-0.06566;0.07055700000000001;None;-0.11333299999999999;0.0;0.0;0.06665;None;0.0;None;0.4767;None;None;None;None;-0.34735;None;None;None;None;None
these day;52;None;None;0.14282;None;None;None;None;0.274467;None;None;None;None;None;-0.06364;None;0.140033;0.0;None;0.0;0.0193;0.0;None;0.0;0.101867;0.1761;0.046343;None;-0.27115;None;0.0;None;None;None;None;None;None;None;None;None
Mexicans;52;None;None;None;None;None;None;-0.063314;None;None;None;None;None;-0.498762;None;0.0;-0.39476700000000003;-0.17925;None;-0.28066199999999997;0.0;-0.4939;None;-0.200825;0.0286;0.0;-0.3454;None;0.0;None;-0.134943;None;None;None;None;None;None;None;None;None
North;52;None;None;-0.10788199999999999;None;None;None;None;None;None;None;None;None;0.1468;None;-0.247283;None;0.7203;0.7845;0.005425;-0.0828;None;0.0903;None;-0.26335;None;0.0;None;None;None;None;None;None;None;None;None
Argentina;51;None;None;0.07224;None;None;None;None;None;None;None;None;None;-0.053520000000000005;None;0.0;0.05165;None;-0.053520000000000005;0.0;None;0.1204;-0.0592;-0.05955;None;None;-0.33004;None;None;None;None;None;None;None;None;None
Nelson;51;None;None;0.2202;None;None;None;None;0.09877999999999999;None;None;None;None;None;0.0;None;0.049767;None;0.0;None;-0.011733;0.2202;-0.089823;None;0.0;None;None;None;None;None;-0.0731;None;None;None;None;None
swedish;51;None;None;-0.07826;None;None;None;None;-0.11333299999999999;None;None;None;None;None;None;0.0;-0.035571;None;0.0942;-0.4658;0.148;0.0;None;0.0;-0.038383;0.0745;None;-0.12688;None;0.0;None;None;None;None;0.0;None;None;None;None;None
Murray;51;None;None;-0.014744;None;None;None;None;0.0;None;None;None;None;None;-0.01096;None;None;0.0;0.0;-0.152571;0.0;None;0.0;0.0;None;-0.07962899999999999;None;None;None;None;None;None;None;None;None;None
World War II;51;None;None;-0.19785;None;None;None;None;-0.636;None;None;None;None;None;-0.80925;None;-0.5994;-0.5994;None;-0.6239;-0.387875;-0.5994;-0.555743;None;-0.510683;-0.7534;-0.7063;-0.5994;None;-0.5994;None;-0.5994;None;None;None;None;-0.8316;None;None;None;None;None
3 billion;51;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;0.057414;None;0.0;None;-0.175567;0.2263;0.0;0.0;None;0.0;-0.146475;0.236533;0.063033;None;0.0;None;-0.15135;None;None;None;None;0.4462;None;None;None;None;None
the 1980;51;None;None;-0.5994;None;None;None;None;0.28255;None;None;None;None;None;0.0;None;-0.31245;0.0;0.0;None;-0.2553;0.0;-0.2553;0.0;None;0.0;-0.023433000000000002;-0.0258;-0.10885;None;0.0;None;0.0;None;None;None;None;None;None;None;None;None
Martin;51;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;None;-0.267671;0.0;None;0.1531;0.0;0.0;None;0.10615;0.0;0.133625;None;None;-0.021986000000000002;None;None;None;None;None;None;None;None;None
$ 1 million;51;None;None;0.09934;None;None;None;None;0.124175;None;None;None;None;None;0.0;None;-0.41915;-0.180767;-0.135575;None;-0.00895;0.46205;0.2199;0.1092;None;0.2732;0.14985;-0.034233;None;0.03415;None;None;None;None;None;0.2732;None;None;None;None;None
three month;50;None;None;0.0;None;None;None;None;0.025733;None;None;None;None;None;-0.034233;None;-0.4358;0.0;None;-0.0172;-0.61725;-0.1953;-0.6486;None;-0.23835;-0.2009;-0.190633;-0.16846;None;0.12206700000000001;None;-0.030619999999999998;None;None;None;None;0.0;None;None;None;None;None
8 %;50;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;0.0;None;0.0;0.0;0.0;None;-0.148;0.0;0.0;-0.17498;None;0.0;-0.041733;0.1591;-0.0592;None;0.0;None;None;None;None;None;None;None;None;None;None
John McCain;50;None;None;0.142925;None;None;None;None;0.0;None;None;None;None;None;0.1419;None;0.0;0.0;None;0.0;0.0326;0.006586;-0.1025;None;0.0;0.1204;0.0;None;None;-0.247667;None;None;None;None;None;None;None;None;None
New York xe2x80x99s;50;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;0.1405;None;0.06767999999999999;0.0;None;-0.032711000000000004;0.0;0.0;-0.12726700000000002;None;-0.3945;-0.22076700000000002;0.0;None;0.2226;None;-0.22766;None;None;None;None;None;None;None;None;None
December 2015;50;None;None;None;None;None;None;-0.01815;None;None;None;None;None;-0.105986;None;0.15293299999999999;-0.291667;None;-0.040467;0.4019;0.0;0.04409;None;-0.28595;0.0;0.113067;0.0696;None;0.0258;None;0.025733;None;None;None;None;None;None;None;None;None
43;50;None;None;-0.027587;None;None;None;None;0.0;None;None;None;None;None;0.0;None;-0.6369;0.20413299999999998;0.0;None;0.0;0.0;0.0;0.0;None;0.0;-0.04526;-0.3182;0.0;None;-0.15293299999999999;None;None;None;None;None;-0.505267;None;None;None;None;None
Vermont;50;None;None;-0.09866699999999999;None;None;None;None;0.0;None;None;None;None;None;0.0;None;0.0;0.096291;None;0.0;0.0;-0.1858;-0.13935;None;0.032;0.092222;0.0258;None;0.063425;None;-0.1531;None;None;None;None;None;None;None;None;None
January 2015;50;None;None;0.0;None;None;None;None;-0.230267;None;None;None;None;None;-0.15642;None;-0.016;0.0;None;0.0;0.0;0.0;0.0;None;0.023180000000000003;0.0;-0.014;-0.18874000000000002;None;-0.05;None;None;None;None;None;0.0;None;None;None;None;None
1995;50;None;None;-0.044782999999999996;None;None;None;None;-0.125;None;None;None;None;None;-0.098686;None;-0.5574;-0.13935;0.0;None;0.0;-0.1282;0.19577999999999998;None;0.0;0.056179999999999994;-0.8759;None;0.0;None;-0.1591;None;None;None;None;None;None;None;None;None
Sgt;49;None;None;None;None;None;None;-0.07955;None;None;None;None;None;-0.2997;None;0.0;-0.032836000000000004;None;0.0;0.0;-0.5994;None;0.0;0.0;0.0;0.0;None;-0.007662;None;0.0;None;None;None;None;0.2553;None;None;None;None;None
CBC;49;None;None;0.3612;None;None;None;None;None;None;None;None;None;-0.08807999999999999;None;0.13985699999999998;-0.1998;None;0.0;0.0;-0.4215;None;0.026808;0.0;0.027219999999999998;None;-0.05695;None;None;None;None;None;None;None;None;None;None
Francis;49;None;None;0.0;None;None;None;None;-0.2202;None;None;None;None;None;-0.0289;None;-0.2997;0.028417;0.3818;None;None;0.0;-0.005228;0.0;None;None;-0.6808;None;None;None;None;None;None;None;None;None
Time;49;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;-0.003206;None;0.0;None;0.0;-0.066983;0.0602;0.0;None;0.3397;0.24635;None;0.2202;None;-0.0256;None;None;None;None;None;None;None;None;None
Jews;49;None;None;-0.236533;None;None;None;None;None;None;None;None;None;0.0;None;0.3612;-0.0772;None;0.1806;-0.290414;-0.3109;-0.174571;None;0.0;0.2732;-0.6908;-0.34392;None;None;-0.0176;None;None;None;None;None;None;None;None;None
many year;49;None;None;0.30518;None;None;None;None;0.11333299999999999;None;None;None;None;None;0.4019;None;-0.123475;0.4019;None;0.0408;-0.0683;-0.34;-0.052117;None;0.0;0.0;0.0;None;0.13175;None;0.0;None;None;None;None;0.0;None;None;None;None;None
two year ago;49;None;None;0.23835;None;None;None;None;-0.24695;None;None;None;None;None;0.105986;None;-0.125;0.2202;0.0;None;-0.296;0.2553;-0.1998;0.305043;None;0.0593;0.12765;-0.25;None;-0.0051;None;0.12765;None;None;None;None;0.1998;None;None;None;None;None
overnight;49;None;None;0.0;None;None;None;None;-0.226667;None;None;None;None;None;0.3141;None;0.0;-0.447333;-0.3548;None;0.32926700000000003;0.07025;0.0;0.0;None;0.0;-0.1729;-0.0073;-0.175567;None;-0.16001700000000002;None;0.0;None;None;None;None;0.0;None;None;None;None;None
Apple Watch;49;None;None;0.02502;None;None;None;None;None;None;None;None;None;0.0;None;0.0;0.0;0.0;None;0.0;0.062914;0.0;None;0.14643599999999998;0.0;0.039029;None;0.2742;None;0.0;None;None;None;None;None;None;None;None;None
Angela Merkel;49;None;None;0.0;None;None;None;None;0.0;None;None;None;None;None;0.07025;None;0.4019;0.1909;0.1909;None;-0.1806;-0.1806;0.1204;-0.10367799999999999;None;0.0;-0.14538;0.0;None;-0.074;None;0.34508;None;None;None;None;-0.296;None;None;None;None;None
41;49;None;None;-0.119175;None;None;None;None;0.04218;None;None;None;None;None;0.09772;None;-0.718225;-0.325967;None;0.0;-0.2997;0.0;None;0.10115;0.0;0.0;0.0;None;0.0;None;0.0;None;None;None;None;None;None;None;None;None
Eric;49;None;None;None;None;None;None;0.0;None;None;None;None;None;0.026909;None;0.0;None;0.0;0.0;None;0.328933;0.0;0.0;0.0;None;0.0;None;0.0;None;None;None;None;None;None;None;None;None
