entity;occur;06/2015;02/2015;01/2016;12/2015;07/2014;06/2014;11/2015;06/2017;08/2016;11/2014;09/2014;08/2014;10/2015;02/2014;12/2016;09/2015;05/2016;04/2016;03/2016;05/2014;01/2017;02/2017;05/2017;03/2017;07/2017;11/2016;09/2016;02/2016;04/2017;03/2015;06/2016;01/2014;10/2016;12/2014;10/2014;03/2014;04/2014;07/2016;01/2015;04/2015;07/2015;05/2015;08/2015
Wednesday;1109;0.0;0.038117000000000005;-0.11688599999999999;None;None;None;-0.004587;None;None;0.0;None;-0.002449;-0.009947;-0.061152;-0.018318;None;None;None;None;None;None;0.036328;-0.036398;-0.016756;None;None;-0.034011;None;0.004452;None;0.07655;None;None;-0.028055;None;None;None
the Associated Press;1103;-0.017897999999999997;-0.057817999999999994;0.0;None;None;None;0.03015;None;None;0.0;None;-0.004188;0.023534823529411764;0.019048;0.004013;None;None;None;None;None;None;0.0019379999999999998;-0.011367;-0.009379;None;None;-0.018798;None;0.002732;None;0.0;None;None;-0.009696999999999999;None;None;None
FoxNews;1062;0.00367;0.0;None;None;None;0.017953;None;None;None;-0.012959;0.0769;0.0;0.013002000000000001;0.010694;None;None;None;None;None;None;-0.005334;0.000662;-0.0074540000000000006;None;None;-0.0051270000000000005;None;0.022037;None;None;None;-0.014266999999999998;None;None;None
three;1032;-0.044429;0.05798;None;None;None;-0.016784;None;None;-0.34;None;0.008105;-0.23835;-0.014013;-0.040681;-0.068953;None;None;None;None;None;None;-0.003009;-0.070401;-0.039643;None;None;-0.18827;None;-0.039779;None;None;None;-0.126979;None;None;None
Washington;1019;0.0;-0.050732;-0.08;None;None;None;0.003507;None;None;None;0.008535;0.047102;-0.037101999999999996;0.043926;None;None;None;None;None;None;0.035933;0.01652;-0.056623;None;None;-0.0033009999999999997;None;-0.0036969999999999998;None;None;None;0.024375;None;None;None
New York;885;0.094321;-0.20678000000000002;None;None;None;-0.013297999999999999;None;None;None;-0.036889;0.053573;0.06782;0.005194;None;None;None;None;None;None;0.009156000000000001;-0.056344000000000005;0.022684;None;None;-0.016873;None;0.0029760000000000003;None;None;None;0.013296;None;0.296;None;None
1;775;0.0044469999999999996;0.037992000000000005;None;None;None;-0.056745000000000004;None;None;None;0.042459;0.0;0.024273;0.084039;0.072153;None;None;None;None;None;None;0.014478999999999999;-0.002183;-0.001239;None;None;0.046322;None;0.001125830508474576;None;None;None;-0.039064999999999996;None;None;None
the United States;695;0.29472600000000004;None;None;None;0.33836900000000003;None;None;-0.2023;None;0.404125;0.305533;0.330469;0.305998;None;None;None;None;None;None;0.376163;0.37533099999999997;0.38946;None;None;0.342373;None;0.37047399999999997;None;None;None;0.313409;None;0.6369;None;None
State Department;684;0.055389;0.0;None;None;None;0.010168;None;None;None;0.074925;-0.01257;-0.036505;-0.014998;None;None;None;None;None;None;0.017329454545454544;0.05823922916666666;0.027997;None;None;-0.003795;None;0.004156;None;None;None;0.008935116279069765;None;0.0;None;None
Facebook;616;-0.003785;-0.0386;None;None;None;0.028983;None;None;None;0.041862;-0.020134;-0.021969;-0.001599;None;None;None;None;None;None;0.015538999999999999;0.041613;-0.059677;None;None;0.028928;None;0.009641;None;None;None;-0.006289;None;0.128;None;None
second;601;-0.013946;-0.011486;None;None;None;0.027692;None;None;0.0;None;0.024453;0.057589;0.014546000000000002;0.016416;None;None;None;None;None;None;-0.038829;-0.09634;0.0041530000000000004;None;None;-0.015271999999999999;None;0.020373;None;None;None;-0.033318;None;None;None
Syria;584;-0.08132400000000001;0.0;None;None;None;-0.011789;None;None;None;-0.086256;-0.29973299999999997;-0.09930399999999999;-0.099142;-0.04616;None;None;None;None;None;None;-0.038947;-0.071991;-0.066914;None;None;-0.032029;None;-0.131627;None;None;None;-0.000491;None;None;None
Iraq;583;-0.013219999999999999;0.0;None;None;None;-0.265239;None;None;None;-0.11258;-0.0049;-0.07974400000000001;-0.140874;-0.069016;None;None;None;None;None;None;-0.13021300000000002;-0.09385700000000001;-0.161065;None;None;-0.10442;None;-0.042281;None;None;None;-0.0967;None;None;None
last week;577;-0.08363200000000001;-0.038717;None;None;None;-0.03115;None;None;None;-0.057731;-0.3715;0.054203999999999995;-0.014755;0.07657699999999999;None;None;None;None;None;None;-0.080206;0.009839;-0.059723000000000005;None;None;-0.030410000000000003;None;0.012916999999999998;None;None;None;-0.113574;None;None;None
Iran;577;-0.030523;0.106;None;None;None;0.025681;None;None;None;-0.003571;0.02565;0.0035380000000000003;-0.03438;None;None;None;None;None;None;-0.010106;-0.09448200000000001;-0.109793;None;None;-0.009507;None;-0.019429;None;None;None;-0.117718;None;0.0;None;None
California;551;-0.04405;-0.229275;None;None;None;-0.08923099999999999;None;None;0.0;None;0.016173;-0.0008089999999999999;0.058403;-0.011618999999999999;None;None;None;None;None;None;0.006603;-0.018946;-0.052515;None;None;0.046561;None;0.012763;None;None;None;0.048561;None;None;None
Russia;535;-0.067433;0.0;None;None;None;0.006529999999999999;None;None;None;0.021845;-0.11631400000000001;-0.14918599999999999;-0.026757;None;None;None;None;None;None;0.09354900000000001;-0.014608000000000001;-0.001224;None;None;-0.064831;None;0.0056619999999999995;None;None;None;-0.034257;None;0.2023;None;None
China;525;-0.043125;0.5005;None;None;None;0.001495;None;None;None;0.025486;0.010842000000000001;-0.08864;0.054542999999999994;None;None;None;None;None;None;-0.027637000000000002;0.088757;0.008943000000000001;None;None;-0.028638;None;0.045;None;None;None;0.079376;None;0.0;None;None
today;515;0.0;0.065969;-0.4063;None;None;None;-0.016522;None;None;None;0.10816700000000001;0.038346;-0.067488;-0.011154;None;None;None;None;None;None;0.037185;-0.022002;-0.045881;None;None;0.03816;None;0.02478;None;None;None;0.015613;None;0.0;0.5719;None;None
year;454;0.0;0.045252999999999995;0.0796;None;None;None;-0.030289999999999997;None;None;None;-0.017275;-0.010381999999999999;-0.059597000000000004;0.012623;None;None;None;None;None;None;-0.005797999999999999;-0.004331000000000001;0.034948;None;None;0.028477;None;-0.14060999999999998;None;None;None;-0.015524000000000001;None;None;None
2;438;-0.0027858214285714287;0.0;None;None;None;0.047732;None;None;None;0.06488300000000001;0.035275;0.112875;0.059262999999999996;None;None;None;None;None;None;-0.01053;-0.08166699999999999;0.032594;None;None;0.061635;None;-0.0046;None;None;None;0.046029;None;0.0;None;None
Twitter;424;0.025775;None;None;None;0.00725;None;None;0.0772;None;-0.0014789999999999998;-0.133575;0.007681;-0.059259000000000006;None;None;None;None;None;None;0.007562999999999999;0.04351;-0.117414;None;None;0.001273;None;-0.100049;None;0.1531;None;None;0.025391999999999998;None;None;None
last year;399;-0.046028;-0.247667;0.0;None;None;None;0.018872999999999997;None;None;None;0.101505;-0.108976;-0.091723;-0.042027999999999996;None;None;None;None;None;None;-0.007743000000000001;-0.09450599999999999;0.033564;None;None;-0.046432999999999995;None;-0.086504;None;None;None;0.042358;None;None;None
morning;336;-0.030288;0.0;None;None;None;-0.056157000000000006;None;None;None;0.07850599999999999;-0.022184;-0.056669000000000004;-0.050048;None;None;None;None;None;None;0.10515838235294118;-0.06789400000000001;-0.07379;None;None;-0.092336;None;0.058504999999999995;None;None;None;-0.009927;None;0.0;None;None
10;325;-0.34;-0.023605;0.0;None;None;None;0.015683000000000002;None;None;-0.4588;None;-0.09069400000000001;0.094944;0.046563;0.057426;None;None;None;None;None;None;0.025735;-0.110167;0.001423;None;None;0.010163;None;0.036638;None;None;None;-0.092889;None;None;None
July;317;0.031177999999999997;0.08895;None;None;None;0.03457;None;None;-0.148475;None;0.0681;0.12165799999999999;0.039006;0.071237;None;None;None;None;None;None;-0.018404;0.027693000000000002;0.0;None;None;0.11820599999999999;None;-0.017782;None;None;None;-0.030619999999999998;None;None;None
this week;316;0.0;-0.046617;0.0;None;None;None;0.034068;None;None;None;0.030381000000000002;-0.041906;-0.126546;-0.049954000000000005;None;None;None;None;None;None;-0.103976;0.037242000000000004;-0.127636;None;None;-0.063872;None;0.029008;None;None;None;-0.0807;None;None;None
2011;241;-0.155684;-0.6369;None;None;None;-0.043637;None;None;None;-0.10341600000000001;-0.157557;-0.145361;0.046424;None;None;None;None;None;None;-0.083592;0.037605;-0.141021;None;None;-0.009192;None;-0.049335000000000004;None;None;None;0.002356;None;0.064;None;None
Afghanistan;231;-0.1492;-0.157021;0.007431;None;None;None;0.00209;None;None;None;-0.13212000000000002;-0.087627;-0.140373;0.011623999999999999;None;None;None;None;None;None;-0.3447;-0.10437;-0.041235;None;None;-0.096735;None;0.0048189999999999995;None;None;None;-0.005319;None;None;None
3;219;0.022226;None;None;None;0.017544999999999998;None;None;0.0;None;0.000814;0.0;-0.039064;-0.025308;0.011793999999999999;None;None;None;None;None;None;0.001233;-0.141987;-0.008081;None;None;0.042581;None;0.0268;None;None;None;-0.100475;None;None;None
2010;202;0.0;0.094278;None;None;None;0.059725;None;None;None;0.082923;-0.1113;-0.065045;-0.10736099999999998;None;None;None;None;None;None;-0.004677000000000001;0.095317;-0.11343099999999999;None;None;0.017847;None;-0.029274;None;None;None;0.006846;None;0.0;None;None
Pentagon;199;-0.01029;0.0;None;None;None;-0.03178;None;None;None;-0.039452;0.0;0.047388;-0.002785;-0.025896;None;None;None;None;None;None;0.1765;-0.028926999999999998;-0.16425499999999998;None;None;-0.034858;None;0.015211;None;None;None;-0.063288;None;0.032;None;None
Army;198;0.05295;0.0;-0.020253;None;None;None;-0.11858800000000001;None;None;None;-0.031969;-0.073607;-0.075253;-0.05884400000000001;None;None;None;None;None;None;0.025025;-0.020684;-0.001275;None;None;0.05823300000000001;None;-0.09545;None;None;None;-0.172059;None;-0.045836;None;None
Navy;188;0.0249;-0.0057;None;None;None;0.08005;None;None;None;0.06525;-0.12803499999999998;-0.044478;-0.14318699999999998;None;None;None;None;None;None;0.1806;0.051135;-0.101756;None;None;0.077974;None;0.0;None;None;None;0.129047;None;0.0;None;None
Saudi Arabia;188;-0.055969000000000005;0.0;None;None;None;0.0;None;None;-0.0772;None;0.139629;0.0;-0.145481;-0.15293299999999999;None;None;None;None;None;None;0.0;-0.12215999999999999;-0.08588;None;None;0.025908999999999998;None;0.185475;None;-0.22315;None;None;-0.12785;None;None;None
4;187;0.5994;-0.003286;0.0;None;None;None;-0.0257;None;None;None;0.12658599999999998;-0.045533;-0.0367;-0.175893;None;None;None;None;None;None;-0.018213;0.018375;-0.07019199999999999;None;None;0.047882;None;0.012;None;None;None;-0.11828;None;None;None
North Korea;180;-0.220129;0.0;None;None;None;0.01616;None;None;None;-0.00913;0.384533;-0.13195;-0.224727;None;None;None;None;None;None;0.5777;-0.064233;-0.038709;None;None;-0.07824600000000001;None;0.2732;None;None;None;-0.009733;None;0.0;None;None
Capitol Hill;162;-0.141562;0.0;None;None;None;-0.18575;None;None;None;0.158417;-0.0019;0.07271;-0.029086;None;None;None;None;None;None;0.003912;0.057414;0.08926;None;None;0.037408;None;-0.068146;None;None;None;0.05106;None;0.0;None;None
20;153;0.1779;-0.172721;-0.8271;None;None;None;0.0243;None;None;None;0.064071;-0.015688;0.10704000000000001;-0.07005;None;None;None;None;None;None;0.001275;0.061483;-0.1629;None;None;-0.238367;None;-0.1688;None;None;None;-0.033433;None;None;None
french;151;0.158338;0.0;None;None;None;-0.059588;None;None;None;-0.1036;0.004767;-0.056866999999999994;-0.060252;None;None;None;None;None;None;0.04494;-0.123833;-0.8442;None;None;-0.023236;None;-0.08895;None;None;None;0.013884;None;0.0;None;None
Fox News Channel;145;0.0;0.0;None;None;None;0.022729;None;None;None;-0.054491;0.0;0.0;0.0;None;None;None;None;None;None;0.043924;0.0;-0.044656;None;None;0.0;None;-0.00949;None;None;None;0.0;None;0.0;None;None
500;144;-0.003375;-0.0344;None;None;None;-0.0289;None;None;None;0.04046;0.014891;0.050871;-0.021866999999999998;None;None;None;None;None;None;-0.14454;0.0;0.058793;None;None;-0.10881700000000001;None;-0.008312;None;None;None;-0.049389999999999996;None;-0.296;None;None
US;130;0.3818;-0.004783;0.0;None;None;None;-0.11478;None;None;None;-0.0515;0.0;-0.01637;0.0165;None;None;None;None;None;None;-0.068587;-0.0681;0.0;None;None;0.043792000000000005;None;-0.137967;None;None;None;0.1468;None;None;None
Missouri;129;-0.061308;0.0;None;None;None;0.123475;None;None;0.0;None;0.0;-0.083;0.30385;0.062497000000000004;None;None;None;None;None;None;0.0;0.14538;-0.01445;None;None;0.21146700000000002;None;-0.03734;None;None;None;-0.10840999999999999;None;0.0;None;None
half;128;0.033717000000000004;0.0;0.0;None;None;None;-0.055886;None;None;None;0.072129;0.1289;0.0;0.015778999999999998;None;None;None;None;None;None;0.044471;0.07070900000000001;-0.043519999999999996;None;None;-0.045533;None;0.016694999999999998;None;None;None;-0.15168299999999998;None;None;None
the Islamic State;125;-0.096433;None;None;None;-0.230967;None;None;None;-0.127933;0.126575;-0.15725;-0.248192;-0.13556500000000002;None;None;None;None;None;None;0.1806;-0.091442;-0.12065;None;None;-0.135957;None;0.29295;None;None;None;-0.07021799999999999;None;0.0;None;None
Las Vegas;92;0.0;-0.054033000000000005;0.0;None;None;None;-0.0903;None;None;None;0.0086;-0.127411;0.02781;-0.011625;None;None;None;None;None;None;0.11438;0.0;0.078027;None;None;-0.1589;None;-0.0036950000000000004;None;None;None;0.1366;None;None;None
shiite;88;-0.05379199999999999;-0.6908;None;None;None;-0.2023;None;None;0.09476699999999999;None;-0.19145;0.5859;-0.6705;-0.268775;None;None;None;None;None;None;-0.025516999999999998;0.0;None;None;0.186925;None;-0.083944;None;0.0;None;None;-0.135845;None;None;None
2007;87;-0.04526;0.0;None;None;None;-0.023892;None;None;0.3182;None;0.0043;-0.030619999999999998;0.044475;-0.244517;None;None;None;None;None;None;0.003686;-0.122957;-0.057742999999999996;None;None;-0.087783;None;0.098825;None;None;None;0.019138;None;None;None
28;83;-0.358525;0.0;None;None;None;-0.1604;None;None;None;0.20413299999999998;-0.009859999999999999;-0.020727000000000002;-0.1072;None;None;None;None;None;None;-0.102871;0.10212;0.027462;None;None;-0.185387;None;0.119175;None;None;None;-0.11235;None;0.0;None;None
german;82;0.4767;0.0;None;None;None;0.0;None;None;None;-0.1255;0.0;0.0;0.0;-0.09085399999999999;None;None;None;None;None;None;0.0;0.1953;-0.072033;None;None;-0.067992;None;-0.28738;None;None;None;0.073129;None;None;None
New Mexico;77;-0.125533;0.0;None;None;None;0.0;None;0.5719;None;0.0;None;0.0;-0.07801699999999999;0.25474;-0.05545;None;None;None;None;None;None;0.1806;0.0;-0.078238;None;None;0.0;None;0.0;None;None;None;-0.0656;None;None;None
Lucas Tomlinson;68;0.0;0.0;None;None;None;0.0;None;None;None;0.0;0.0;0.0;0.0;None;None;None;None;None;None;0.0;0.0;0.0;None;None;0.0;None;0.0;None;None;None;0.049333;None;0.0;None;None
40;63;-0.1366;-0.2732;None;None;None;-0.041325;None;None;None;0.10115;0.15135;0.0;-0.0297;None;None;None;None;None;None;0.0;-0.02455;0.0051600000000000005;None;None;-0.10847000000000001;None;0.0935;None;None;None;-0.22553299999999998;None;-0.073267;None;None
1998;50;0.1468;0.0;0.0;None;None;None;0.0;None;None;None;0.0;0.0683;-0.24695;-0.172488;None;None;None;None;None;None;-0.087783;-0.099188;-0.2083;None;None;0.0;None;-0.01714;None;None;None;0.0086;None;None;None
