entity;occur;06/2015;02/2015;01/2016;12/2015;07/2014;06/2014;11/2015;06/2017;08/2016;11/2014;09/2014;08/2014;10/2015;02/2014;12/2016;09/2015;05/2016;04/2016;03/2016;05/2014;01/2017;02/2017;05/2017;03/2017;07/2017;11/2016;09/2016;02/2016;04/2017;03/2015;06/2016;01/2014;10/2016;12/2014;10/2014;03/2014;04/2014;07/2016;01/2015;04/2015;07/2015;05/2015;08/2015
Trump;21694;None;None;0.063544;None;None;None;0.000305;0.022872999999999998;None;None;None;None;None;0.033975;None;0.049324;0.043015;0.023243;None;0.023421;0.014419;0.00909;0.034638;0.047972;0.05466;0.035757;0.020875;0.03547;None;-0.012718;None;-0.002385;None;None;None;None;0.00733;None;None;None;None
Wednesday;14937;None;None;0.02489;-0.071908;None;None;None;-0.022678;-0.010268000000000001;None;None;None;None;None;-0.003624;None;0.019588;0.039563;0.045537;None;-0.024623;-0.023288;-0.022534000000000002;-0.012972;-0.012997;-0.028304000000000003;-0.022756000000000002;0.042457999999999996;-0.012603;None;0.009143;None;-0.019305000000000003;None;None;None;None;-0.006089;None;None;None;None;0.0
one;8157;None;None;-0.146748;-0.127461;None;None;None;-0.080238;-0.118172;None;None;None;None;None;-0.001464;None;-0.063348;-0.102238;-0.10340999999999999;None;-0.046293;-0.040594;-0.089501;-0.074935;-0.11826800000000001;-0.018124;-0.096275;-0.089838;-0.09981699999999999;None;-0.11650999999999999;None;-0.046724;None;None;None;None;-0.113791;None;None;None;None;-0.093475
two;8031;None;None;-0.064473;-0.119;None;None;None;-0.030556;0.007882;None;None;None;None;None;-0.024069;None;-0.057928999999999994;-0.048785;-0.052365999999999996;None;-0.027075;-0.027218;-0.0066489999999999995;-0.02984;-0.08244299999999999;-0.012402;-0.02222;-0.034619;-0.033895999999999996;None;-0.074831;None;-0.033145;None;None;None;None;-0.068425;None;None;None;None;0.0
Tuesday;7685;None;None;-0.002334;0.048944999999999995;None;None;None;0.10429200000000001;0.049928;None;None;None;None;None;-0.053551;None;0.004021;0.016608;-0.000323;None;0.11876600000000001;0.11149;0.071536;0.095263;0.031005;-0.033326;-0.044226;0.072634;0.069645;None;0.008008;None;-0.026202;None;None;None;None;0.031389999999999994;None;None;None;None
1;7516;None;None;0.008017;5.6999999999999996e-05;None;None;None;0.031103;-0.038391;None;None;None;None;None;0.009547;None;0.007568999999999999;-0.006575;0.009746;None;0.027103;0.040023;0.036245;0.036731;0.025644;0.002032;-0.007402;0.014699;0.032615;None;-0.019952;None;0.002048;None;None;None;None;0.034486;None;None;None;None
first;7106;None;None;-0.006418999999999999;-0.070577;None;None;None;0.016826454326923077;0.036153;None;None;None;None;None;0.031222000000000003;None;0.019049;0.025854000000000002;0.020102000000000002;None;0.021721999999999998;0.032214;0.032902999999999995;0.014655000000000001;0.040004000000000005;0.026371;0.000148;0.021627;0.025049000000000002;None;0.0014759999999999999;None;-0.001362;None;None;None;None;0.026716000000000004;None;None;None;None;0.0
the United States;6915;None;None;0.330972;0.302662;None;None;None;0.36051700000000003;0.399959;None;None;None;None;None;0.386308;None;0.333154;0.389237138028169;0.341138;None;0.36048800000000003;0.37852199999999997;0.358478;0.357937;0.34833600000000003;0.395936;0.377015;0.344839;0.365646;None;0.378452;None;0.37790799999999997;None;None;None;None;0.353645;None;None;None;None;0.5045
Reuters;6316;None;None;0.00084;-0.015388999999999998;None;None;None;0.010544;-0.010516;None;None;None;None;None;0.006371;None;0.01278;0.014078;0.025085;None;0.011715999999999999;0.007634999999999999;0.017855000000000003;-0.002927;0.036686;0.005940999999999999;0.012435;0.038417;0.0008550000000000001;None;0.005555;None;0.005303;None;None;None;None;0.030685000000000004;None;None;None;None;0.07636
Donald Trump;6292;None;None;0.190821;0.2063;None;None;None;0.070353;0.025904000000000003;None;None;None;None;None;-0.001943;None;0.091198;0.139268;0.12185599999999999;None;0.100377;0.082218;0.10780999999999999;0.111804;0.119681;0.021601;-0.015022999999999998;0.12523099999999998;0.100602;None;-0.005311;None;0.016286000000000002;None;None;None;None;0.015881;None;None;None;None;0.25
China;6263;None;None;0.002149;0.046715;None;None;None;0.048851;0.094041;None;None;None;None;None;0.02615;None;0.005783;0.022044;0.048217;None;-0.00609;0.029368000000000002;0.022425999999999998;0.001277;0.041944;0.018132;0.029432;-0.025944;0.042545;None;0.033682;None;0.046995;None;None;None;None;-0.017691;None;None;None;None;0.060214
Friday;5883;None;None;-0.001734;-0.1304;None;None;None;-0.0004980000000000001;-0.022605;None;None;None;None;None;-0.022031;None;-0.012423;-0.030754000000000004;0.005539;None;0.008149;-0.033544;-0.042808;-0.015136000000000002;-0.010822;-0.007593000000000001;-0.018827;-0.0029010000000000004;-0.001411;None;-0.054342999999999995;None;-0.021807;None;None;None;None;-0.023493;None;None;None;None
republican;5460;None;None;0.10336400000000001;0.12084;None;None;None;0.031145999999999997;0.024556;None;None;None;None;None;0.037794;None;0.112252;0.117968;0.10936099999999999;None;0.051505999999999996;0.030857;0.046582;0.058892999999999994;0.065923;0.084124;0.019466999999999998;0.055937;0.052563;None;0.03447;None;0.031897;None;None;None;None;0.005288;None;None;None;None;0.0
2;4794;None;None;0.002941;-0.012878;None;None;None;0.018425;0.037411;None;None;None;None;None;0.022167;None;0.0037840000000000005;0.023396;0.016717;None;0.0181;0.044307;0.032017000000000004;0.020912;0.070037;0.023202;0.018491999999999998;0.035687;0.026201;None;0.00366319526627219;None;0.029774000000000002;None;None;None;None;0.012655;None;None;None;None
Thursday;4628;None;None;-0.049032;0.005619;None;None;None;0.0036869999999999997;0.004475;None;None;None;None;None;0.017558;None;-0.010556;0.013262000000000001;0.021593;None;-0.008221;-0.002769;-0.008313;0.016647;-0.028393;-0.009304;0.031945999999999995;0.000296;-0.014722;None;-0.002246;None;0.0041600000000000005;None;None;None;None;-0.072478;None;None;None;None
Monday;4598;None;None;0.0051340000000000005;-0.119175;None;None;None;-0.03319;0.0007610000000000001;None;None;None;None;None;-0.029019;None;-0.016515000000000002;0.038543;0.012995;None;-0.040093000000000004;-0.0026550000000000002;-0.001125;0.003815;-0.032616;-0.024816;0.004337;-0.0061270000000000005;0.003768;None;0.010766;None;-0.025716000000000003;None;None;None;None;0.022757;None;None;None;None
Washington;4557;None;None;-0.010752;0.0;None;None;None;-0.001545;0.010327;None;None;None;None;None;0.084121;None;0.007939;0.016766;0.0266;None;0.008296;-0.0067540000000000005;-0.02512;-0.001645;-0.000183;0.10358599999999998;0.093702;0.036654;-0.011145;None;0.022538;None;0.066319;None;None;None;None;0.029379000000000002;None;None;None;None;-0.049333
Syria;4456;None;None;-0.05027;-0.000375;None;None;None;-0.072479;-0.039266;None;None;None;None;None;-0.083441;None;-0.079939;-0.027295999999999997;-0.033145999999999995;None;-0.068389;-0.043685;-0.083343;-0.041132;0.004186;-0.044213;-0.028307;-0.07209299999999999;-0.123926;None;-0.096337;None;-0.10309600000000001;None;None;None;None;-0.035173;None;None;None;None;0.21075
0;4326;None;None;0.011079;0.023169;None;None;None;0.028692000000000002;0.028027999999999997;None;None;None;None;None;0.017623;None;0.037656;0.024919999999999998;0.010924;None;0.045939;0.044801;0.042109;0.025979000000000002;0.08075299999999999;0.022809;0.043033;0.024569999999999998;0.017336;None;0.015646;None;0.017998;None;None;None;None;0.038944;None;None;None;None
Russia;4292;None;None;-0.020516;0.010556999999999999;None;None;None;0.006631999999999999;-0.007601999999999999;None;None;None;None;None;0.002924;None;0.08254299999999999;0.047888;0.014188999999999998;None;0.012298;0.019861;-0.022343000000000002;0.021127;0.029898;-0.024028;0.030951999999999997;-0.035614;-0.021759999999999998;None;0.014025;None;0.017488;None;None;None;None;0.027608999999999998;None;None;None;None
000;4227;None;None;-0.01568;-0.1341;None;None;None;-0.024235;-0.011249;None;None;None;None;None;-0.026524000000000002;None;-0.002311;-0.041839999999999995;-0.065998;None;0.00952;0.003729;-0.008115;-0.002132;-0.031974;-0.029993000000000002;-0.086159;-0.047221;-0.032408;None;-0.010052;None;-0.090989;None;None;None;None;-0.018379;None;None;None;None
New York;4182;None;None;0.026501999999999998;0.046125;None;None;None;0.011015;0.013074;None;None;None;None;None;0.010165;None;0.035585000000000006;0.048761;0.033645;None;-0.004391;0.02458;-0.009566;0.029677;0.007776000000000001;0.027946;0.024796000000000002;0.038745;0.006116;None;-0.008999;None;0.015484999999999999;None;None;None;None;0.0069370000000000005;None;None;None;None
Obama;4118;None;None;0.021052;0.0;None;None;None;0.005929;0.013824000000000001;None;None;None;None;None;0.002118;None;0.021218;0.039583;0.049915;None;0.008515;0.030213999999999998;-0.041812;-0.027939999999999996;-0.06494;0.038502;0.010378;0.035389;-0.062764;None;0.006469;None;-0.000654;None;None;None;None;0.014713999999999998;None;None;None;None;-0.032
Republican;3968;None;None;0.133239;0.4939;None;None;None;0.12219300000000001;0.032715;None;None;None;None;None;0.094013;None;0.135607;0.157999;0.126117;None;0.12585;0.131379;0.10622000000000001;0.103779;0.110882;0.072684;0.028995;0.074154;0.154724;None;0.05563099999999999;None;0.020675;None;None;None;None;-0.025368;None;None;None;None;0.0
Islamic State;3568;None;None;-0.143287;0.16686700000000002;None;None;None;-0.114007;-0.069364;None;None;None;None;None;-0.150533;None;-0.20390899999999998;-0.14852200000000002;-0.129932;None;-0.16461800000000001;-0.143426;-0.140704;-0.140232889632107;-0.097665;-0.127224;-0.108456;-0.18959600000000001;-0.191149;None;-0.126828;None;-0.11156300000000001;None;None;None;None;-0.090179;None;None;None;None
Clinton;3427;None;None;0.042068;-0.1589;None;None;None;-0.13542300000000002;0.008984;None;None;None;None;None;0.022494999999999998;None;0.040744;0.061462;0.029937000000000002;None;-0.017169;0.026602999999999998;-0.030654;-0.035505;0.042667000000000004;0.075327;0.061174;0.048458;0.024980000000000002;None;0.035024;None;0.034230000000000003;None;None;None;None;-0.027236;None;None;None;None
russian;3305;None;None;0.163518;0.24695;None;None;None;0.097833;0.12163900000000001;None;None;None;None;None;0.017222;None;0.140875;0.20719200000000002;0.129299;None;0.128402;0.18395;0.077053;0.121922;0.07423400000000001;0.049758;0.007428;-0.08792799999999999;0.085977;None;-0.021551;None;-0.038721;None;None;None;None;-0.011148;None;None;None;None
North Korea;3080;None;None;-0.041874;-0.133967;None;None;None;-0.039938999999999995;-0.11711700000000001;None;None;None;None;None;-0.231242;None;-0.130378;-0.122002;-0.11930199999999999;None;-0.012237999999999999;-0.039242;-0.022131;-0.028549;-0.038928;-0.200938;-0.136613;-0.070313;-0.034436;None;-0.092823;None;-0.174407;None;None;None;None;-0.113798;None;None;None;None;0.3404
