entity;occur;04/2016;04/2017;08/2016;12/2016;02/2016;02/2017;01/2016;01/2017;07/2016;06/2016;06/2017;03/2016;03/2017;05/2016;11/2016;10/2016;09/2016;04/2015;12/2014;12/2015;01/2015;05/2015;05/2017;11/2015;09/2015;08/2014;08/2015;02/2014;02/2015;01/2014;07/2014;07/2015;06/2014;06/2015;03/2014;03/2015;05/2014;11/2014;10/2014;10/2015;09/2014;07/2017;04/2014
118;165;0.14792385714285713;0.030908999999999996;0.182687375;0.0528736;0.05;0.03232857142857143;-0.008541176470588234;0.10023333333333333;-0.045457142857142856;-0.01032;0.2787;-0.14985;-0.02973636363636364;0.0958;0.0516;0.04064444444444445;-0.135575;0.0;None;0.0;None;None;0.0;None;None;None;None;None;None;None;None;None;-0.6908;None;None;0.0;None;None;None;None;None;0.0;None
Chris Rock;165;0.12726666666666667;0.33026262500000003;-0.16516666666666666;0.0526875;0.13846780645161288;0.2124857142857143;0.07723522580645159;0.026125000000000006;0.401;0.14312512500000002;0.209475;0.11496930769230768;0.1759000909090909;0.0;0.12192727272727272;0.09545000000000001;0.0;None;None;None;None;0.0;0.14756019999999997;None;None;None;None;None;0.0;None;None;None;None;0.4267;None;0.59715;None;None;None;None;None;None;None
Elton John;165;0.0823165;0.055624999999999994;0.0;0.029774999999999996;0.21248333333333333;0.13396666666666665;0.11753333333333332;0.030043920000000002;0.02732;0.07646666666666667;0.0;0.0781125;-0.1468;0.14448;0.017075;0.131675;0.3243;0.0;None;0.0;0.0;0.0;0.0;None;None;None;None;None;None;None;None;None;None;None;None;-0.5994;None;None;None;None;None;None;None
Finn;165;-0.07636;0.16049271428571424;0.10716666666666667;0.09426666666666667;0.0929;-0.12726700000000002;0.020530769230769234;0.07015;-0.1500179090909091;0.0;0.025733333333333334;0.1858;0.06275238095238095;-0.0505;0.0;0.07262183783783782;0.0;0.0;None;None;None;None;-0.1858;None;None;None;0.12115;None;0.0;None;None;None;None;-0.0086;None;0.0;None;None;None;None;None;None;None
the New York Police Department;164;0.022783333333333333;-0.20286153846153845;-0.0003642857142857138;0.10942307692307693;-0.4019;-0.07513076923076922;0.0273;0.048757142857142846;-0.11465463636363639;-0.006416666666666672;0.1531;0.051159899999999994;-0.03344615384615384;0.0;0.08272736363636363;-0.15889987500000002;-0.09515454545454545;0.0;None;None;0.148;0.23835;0.0;None;None;None;None;None;-0.2787;None;None;None;None;None;None;None;None;None;None;None;None;0.0;None
John Oliver;164;0.10247281818181818;0.22191666666666665;-0.04339166666666667;0.23;0.08671100000000001;-0.004986869565217391;0.1909;0.24766666666666667;0.07557499999999998;0.021100000000000008;0.0817;0.20095;0.07636;0.0;0.08442483333333334;-0.033418363636363656;0.09685714285714286;None;None;0.0;None;0.0;-0.050994176470588244;None;None;None;0.0;None;None;None;None;None;None;None;None;0.0;None;None;None;None;None;-0.4215;None
the Korean War;164;-0.76685;-0.5431737894736841;-0.6718334444444446;-0.6730150500000001;-0.6439444444444444;-0.6153221666666666;-0.5544250000000001;-0.6416332499999999;-0.6671430000000002;-0.6402666666666668;-0.4248;-0.5994;-0.7140501;-0.6176;-0.5736428571428572;-0.6564166666666668;-0.618800125;None;None;None;None;-0.5994;-0.66964;None;None;None;None;None;None;None;None;None;None;-0.45565;None;None;None;-0.8316;None;None;None;-0.5994;None
nine day;164;0.4004666666666667;-0.20657999999999999;0.013358333333333338;-0.16350833333333334;-0.04228571428571428;-0.14328325;0.097125125;-0.02220594117647059;-0.03011666666666667;-0.074;-0.10957499999999998;-0.23835;0.19357142857142856;-0.2787;-0.24537504166666668;0.02912857142857143;-0.2828;0.0;None;0.0;0.0;-0.2997;0.05869984615384616;None;None;None;None;None;None;None;None;0.4215;None;-0.2294;None;-0.4019;None;None;None;0.0;None;None;None
Savannah;164;-0.1951;-0.04857142857142858;0.031420000000000003;0.0;-0.11148;-0.0903;0.07738350000000001;-0.05870000000000001;0.0;0.0;0.023091272727272724;0.0;0.0;0.26335;0.05189999999999999;-0.017625774193548386;0.0493904;-0.08807999999999999;None;0.0;None;0.0;0.21067999999999998;None;None;None;None;None;None;None;0.0;0.3612;None;-0.35746700000000003;None;None;None;None;None;None;None;None;None
late April;164;0.0;0.1031374375;0.0843875;0.038275;0.19063333333333332;0.0;-0.06698333333333333;0.0;-0.09781111111111111;-0.06240005;-0.07726000000000001;0.0;0.11316666666666668;0.04198571428571429;0.0;0.09866666666666667;0.0;None;None;None;None;0.0;-0.07661848148148148;None;None;None;None;None;None;None;None;0.0;None;0.0;None;0.0;None;None;None;None;None;None;None
less than 24 hour;164;-0.0643875;-0.08402864285714284;-0.006009000000000001;-0.09883333333333333;0.07034433333333333;0.021357142857142856;-0.06962499999999999;0.0;0.011674999999999994;0.03673333333333333;-0.28023333333333333;0.08824444444444444;0.15933846153846154;-0.4926333333333333;-0.14026999999999998;0.10994999999999999;0.039674999999999995;None;None;-0.8225;0.0;None;-0.008088888888888887;None;None;None;None;None;None;None;None;0.0;None;None;None;-0.4404;None;None;None;None;None;None;None
46 %;163;0.056666999999999995;0.12856683333333332;0.0502375;0.154925;0.2005375;-0.013360000000000006;0.28595;-0.040516666666666666;0.04899;0.0033631578947368426;0.06291428571428571;0.1461457272727273;0.10884285714285714;0.0;-0.011457142857142858;0.05465975000000001;0.062053538461538466;None;None;0.0;0.4939;0.0;0.0;None;None;None;None;None;None;-0.4767;None;None;None;0.1589;None;0.0;None;None;None;None;None;None;None
hour later;163;0.0086;0.03497777777777778;0.06318333333333333;-0.29125850000000003;-0.043899999999999995;-0.06738436842105264;-0.3243;0.06055436363636364;-0.16036250000000002;-0.069675;-0.2034375;-0.218675;-0.07962857142857142;-0.07962857142857142;-0.11631666666666667;-0.049333499999999995;-0.019329999999999996;None;None;0.0;-0.6486;None;0.0013586666666666701;None;None;None;None;None;None;None;None;0.0;None;0.0;None;None;None;None;None;None;None;None;None
the National Oceanic and Atmospheric Administration;162;0.040459999999999996;0.0708799;0.04979166666666667;0.07191249999999999;-0.125;0.0631498888888889;-0.0915399;0.021038888888888888;-0.03607788888888889;0.0;0.074925;0.056575;-0.002929949999999998;-0.09402857142857143;0.068;0.1784;0.025516499999999998;0.0;None;0.0;0.0;0.0;0.12040000000000001;None;None;None;None;None;None;None;None;0.2202;None;0.0;None;None;None;None;None;None;None;None;None
Olivia;162;0.0;0.08456305263157896;-0.33485;-0.034586;0.114425;0.09411666666666667;-0.06720971428571429;0.02235;-0.085;-0.19268000000000002;0.0;0.01630000000000001;0.18727;-0.078043;0.1806;0.0;-0.1922;0.0;None;0.0;None;0.13486700000000001;0.11372688461538463;None;None;None;None;None;-0.4834;None;None;None;None;None;None;None;None;None;None;None;None;None;None
six hour;162;-0.1749;-0.06351111111111112;-0.0015363636363636363;-0.02525333333333331;0.016739999999999998;-0.04122736363636364;-0.05061442857142857;0.024541666666666666;0.0;0.032299999999999995;0.023400000000000015;0.11099999999999999;-0.054766666666666665;0.085;0.05638571428571428;-0.1887857142857143;0.1548923076923077;0.0;None;0.0;None;0.0258;-0.13526;None;None;0.34;None;None;None;None;None;None;None;-0.11333299999999999;None;None;None;None;None;None;None;None;None
two or three;162;0.0015857142857142856;-0.06364;-0.18319090909090907;-0.045457142857142856;-0.011335714285714291;0.0373;0.13343846153846156;-0.049684615384615397;0.12765;0.1755712857142857;-0.17480833333333334;0.1596712857142857;0.04322727272727273;0.004440200000000005;0.05366;0.05135714285714286;0.060316666666666664;0.0;None;0.0;None;None;0.1856;None;None;None;None;None;None;None;None;None;None;0.0;None;0.0;None;None;None;None;None;None;None
Snoop Dogg;161;0.042666666666666665;-0.025287499999999997;0.02818145454545454;0.069687375;0.0903;0.24080000000000001;-0.12001569230769232;0.014743000000000006;0.025799999999999997;-0.1792901;-0.024522222222222223;None;-0.12275016666666666;-0.012475125000000004;0.11597500000000001;0.0;0.11333299999999999;0.0;None;None;-0.2787;0.0;0.0039928571428571435;None;None;None;0.0;None;0.6908;None;None;None;None;None;None;0.0;None;None;None;None;None;None;None
