entity;occur;06/2015;02/2015;01/2016;12/2015;07/2014;06/2014;11/2015;06/2017;08/2016;11/2014;09/2014;08/2014;10/2015;02/2014;12/2016;09/2015;05/2016;04/2016;03/2016;05/2014;01/2017;02/2017;05/2017;03/2017;07/2017;11/2016;09/2016;02/2016;04/2017;03/2015;06/2016;01/2014;10/2016;12/2014;10/2014;03/2014;04/2014;07/2016;01/2015;04/2015;07/2015;05/2015;08/2015
Hillary Clinton xe2x80x99s;524;None;None;-0.03535;None;None;None;None;-0.011783;None;None;None;None;None;-0.08847100000000001;None;-0.025908999999999998;-0.047279;0.1591;None;-0.030275;-0.33828800000000003;None;-0.11083599999999999;None;-0.06046;0.094137;0.14245;0.042667000000000004;None;-0.017811;None;0.054896;None;None;None;None;0.006613;None;None;None;None;None
February;520;None;None;-0.07855;None;None;None;None;-0.061772;None;None;None;None;None;-0.048423;None;0.07281599999999999;-0.019257;0.004107;None;-0.061933;0.048055;None;0.004331000000000001;None;-0.03945;-0.060038;-0.100475;-0.040224;None;0.005325;None;-0.020022;None;None;None;None;-0.029567000000000003;None;None;None;None;None
New York City;515;None;None;-0.008373;None;None;None;None;-0.035398;None;None;None;None;None;0.012476000000000001;None;-0.099454;-0.009473;0.0;None;-0.109667;0.033145999999999995;None;0.011539;None;-0.0009;-0.052150999999999996;0.0;-0.007215000000000001;None;0.023277000000000003;None;-0.019066;None;None;None;None;-0.012304;None;None;None;None;None
50;514;None;None;-0.024836;None;None;None;None;0.043082999999999996;-0.073722;None;None;None;None;None;0.120709;None;-0.079113;0.0061259999999999995;0.117414;None;0.014344999999999998;0.06840700000000001;None;0.09414299999999999;None;0.045524;-0.012911;0.042283;-0.004257;None;-0.054076;None;-0.021412;None;None;None;None;0.005871;None;None;None;None;None
100;512;None;None;-0.092657;None;None;None;None;-0.22046300000000002;None;None;None;None;None;0.033835000000000004;None;-0.029786;-0.007951999999999999;-0.0602;None;0.014772;0.013294;None;-0.024543000000000002;None;0.009757;0.124123;0.07025;0.067094;None;-0.047506;None;0.043463999999999996;None;None;None;None;-0.056535;None;None;None;None;None
dozen;510;None;None;-0.19162;None;None;None;None;-0.09123099999999999;None;None;None;None;None;-0.036576;None;-0.019632;-0.096174;-0.12496199999999999;None;0.006257;-0.066474;None;0.010742;None;0.024066999999999998;-0.046616000000000005;-0.10220800000000001;0.052897;None;-0.22457399999999997;None;-0.047704;None;None;None;None;-0.136382;None;None;None;None;None
conservative;508;None;None;-0.12953599999999998;None;None;None;None;0.015722;None;None;None;None;None;0.092687;None;0.08970700000000001;0.13407;0.0655;None;0.128468;0.03005;None;0.028069999999999998;None;0.041984;0.10694300000000001;0.0742;0.020715;None;-0.02557;None;-0.048865;None;None;None;None;0.20005699999999998;None;None;None;None;None
seven;506;None;None;-0.12232699999999999;None;None;None;None;-0.024618;None;None;None;None;None;-0.003481;None;-0.075724;0.17760499999999999;0.016073;None;-0.054234000000000004;-0.084116;None;-0.022885;None;0.022935;-0.022259;0.0;-0.099288;None;-0.062469000000000004;None;0.041188999999999996;None;None;None;None;-0.08584299999999999;None;None;None;None;None
20;506;None;None;-0.144475;None;None;None;None;-0.00645;-0.001422;None;None;None;None;None;0.047964;None;-0.06616;0.027693000000000002;-0.008638;None;0.027111;-0.015844999999999998;None;0.040467;None;-0.090782;-0.059314;0.0;0.023131;None;0.030952999999999998;None;-0.07259700000000001;None;None;None;None;0.00124;None;None;None;None;None
Islam;505;None;None;0.060036;None;None;None;None;-0.06768400000000001;None;None;None;None;None;-0.156183;None;0.1344;0.3612;-0.01171;None;-0.106029;-0.1188;None;-0.045298000000000005;None;-0.19283599999999998;-0.012038;0.2784;0.0244;None;-0.034773;None;-0.163322;None;None;None;None;-0.042112000000000004;None;None;None;None;None
Jews;504;None;None;-0.14985;None;None;None;None;-0.0123;None;None;None;None;None;-0.025474;None;-0.078609;-0.19074000000000002;0.0843;None;-0.14918299999999998;-0.0423;None;-0.050592000000000005;None;-0.057964999999999996;0.048223;0.007691;None;-0.046207;None;-0.029951;None;None;None;None;0.01489;None;None;None;None;None
Brexit;502;None;None;0.0;None;None;None;None;-0.035332999999999996;None;None;None;None;None;0.058387;None;0.0;None;-0.024559;-0.072234;None;-0.024924;None;-0.029838;0.021437;-0.35015;-0.032774;None;-0.029751;None;-0.084412;None;None;None;None;-0.020155000000000003;None;None;None;None;None
Chinese;501;None;None;None;None;None;None;-0.064122;None;None;None;None;None;-0.069918;None;0.041922;0.023527;None;0.049687;0.085208;None;0.004071;None;-0.029331;-0.012556999999999999;0.0;0.0223;None;0.1468;None;-0.003998;None;None;None;None;-0.056666999999999995;None;None;None;None;None
Trump Tower;497;None;None;None;None;None;None;-0.020387;None;None;None;None;None;0.03507;None;0.0;0.076673;None;0.047233;0.061769000000000004;None;0.025647000000000003;None;-0.089473;0.0;0.041012;None;-0.2202;None;0.060364;None;None;None;None;0.0172;None;None;None;None;None
Muslim;491;None;None;0.06816;None;None;None;None;0.018518;None;None;None;None;None;0.154448;None;-0.010116;0.29295;-0.08706;None;-8e-06;-0.045737;None;-0.025648;None;-0.06147999999999999;-0.075677;0.174836;-0.022531;None;-0.000424;None;0.016071000000000002;None;None;None;None;-0.048923;None;None;None;None;None
2017;491;None;None;0.044675;None;None;None;None;0.034709;None;None;None;None;None;0.20119;None;-0.0781;0.032927;0.0;None;0.077025;0.008204000000000001;None;0.046521;None;0.036917;0.04809;0.0837;0.019915000000000002;None;0.050914999999999995;None;-0.0064069999999999995;None;None;None;None;0.067971;None;None;None;None;None
11;489;None;None;-0.31375;None;None;None;None;-0.024065;None;None;None;None;None;-0.07784400000000001;None;0.004912;-0.143277;-0.015529;None;-0.031907;-0.060662;None;-0.10284000000000001;None;-0.0483;-0.008493;-0.215986;-0.096932;None;0.003022;None;-0.018815000000000002;None;None;None;None;-0.080432;None;None;None;None;None
Reagan;487;None;None;0.0903;None;None;None;None;0.043336;None;None;None;None;None;0.078154;None;0.100548;0.0;0.168156;None;-0.011904999999999999;-0.00481;None;-0.009029;None;-0.02742;0.026504000000000003;0.0;0.059351999999999995;None;0.014969999999999999;None;0.088381;None;None;None;None;0.045673000000000005;None;None;None;None;None
Michigan;486;None;None;-0.09765;None;None;None;None;0.030295999999999997;None;None;None;None;None;0.011470000000000001;None;0.032307999999999996;-0.037832;-0.072573;None;0.022277;0.0647;None;0.093314;None;0.047576;0.031908;0.0193;0.05712999999999999;None;-0.092464;None;0.04841;None;None;None;None;-0.007054;None;None;None;None;None
Constitution;484;None;None;-0.12588;None;None;None;None;0.11136700000000001;None;None;None;None;None;-0.168481;None;-0.160448;-0.037944;None;-0.070142;-0.028901999999999997;None;0.021756;None;0.00054;0.09184400000000001;0.0384;-0.030177;None;0.171931;None;0.045582;None;None;None;None;-0.077591;None;None;None;None;None
Assad;484;None;None;0.2023;None;None;None;None;-0.02365;None;None;None;None;None;0.023162000000000002;None;0.0686;-0.0983;None;-0.078087;0.05115;None;-0.23935700000000001;None;0.05703300000000001;0.09953200000000001;-0.078114;-0.128414;None;-0.394467;None;0.080785;None;None;None;None;-0.34808;None;None;None;None;None
2000;483;None;None;0.018690000000000002;None;None;None;None;0.023832;None;None;None;None;None;0.080367;None;-0.046539;-0.068709;0.0086;None;0.015724000000000002;-0.002577;None;0.015596;None;0.057686;0.045237;0.11166;0.051868;None;-0.022783;None;-0.012403;None;None;None;None;0.059535000000000005;None;None;None;None;None
Bill Clinton;481;None;None;0.046875;None;None;None;None;-0.055659;None;None;None;None;None;0.063124;None;-0.0034590000000000003;0.065332;0.0;None;0.024874;0.087279;None;0.076878;None;0.11184100000000001;-0.004448;0.07955;0.07021000000000001;None;0.017388999999999998;None;-0.03687;None;None;None;None;0.0486;None;None;None;None;None
July;474;None;None;-0.083333;None;None;None;None;-0.026704000000000002;None;None;None;None;None;-0.00372;None;-0.001738;0.039952999999999995;-0.107;None;-0.02245;-0.0041659999999999996;None;0.035832;None;0.020263;-0.009217;0.27465;-0.036470999999999996;None;-0.024843;None;-0.073893;None;None;None;None;0.0;None;None;None;None;None
Ted Cruz;472;None;None;0.040070999999999996;None;None;None;None;-0.034283;None;None;None;None;None;0.1679;None;-0.014991999999999998;0.026717;0.007352;None;0.118282;-0.12755;None;0.01415;None;-0.031595;0.013356;0.012653;0.073438;None;-0.02165;None;-0.001375096153846154;None;None;None;None;-0.010434;None;None;None;None;None
NATO;472;None;None;None;None;None;None;0.155105;None;None;None;None;None;-0.051971;None;0.179025;-0.080985;0.0006219999999999999;None;0.015526;0.134375;None;0.11904;None;-0.057794000000000005;0.017371;0.016589;None;-0.054525;None;-0.010719;None;None;None;None;0.043199;None;None;None;None;None
Ukraine;468;None;None;None;None;None;None;0.042720999999999995;None;None;None;None;None;0.019773;None;-0.062237;-0.039363;-0.061607;None;-0.040604;-0.051055;None;-0.0356;None;-0.06553400000000001;0.014980000000000002;0.0;None;-0.045567;None;-0.088464;None;None;None;None;0.09613300000000001;None;None;None;None;None
Japan;467;None;None;0.046652;None;None;None;None;0.120449;None;None;None;None;None;0.053171;None;-0.114226;0.010187;0.085;None;-0.040886;0.15299300000000002;None;0.024616;None;0.013628999999999999;0.064515;0.023463;0.000808;None;0.096963;None;0.010334999999999999;None;None;None;None;-0.103626;None;None;None;None;None
Nixon;457;None;None;None;None;None;None;-0.0065379999999999995;None;None;None;None;None;0.022668;None;-0.086475;0.152567;-0.11333299999999999;None;0.0038770000000000002;-0.190589;None;-0.018019;None;-0.10893399999999999;0.021398;-0.2787;0.0021550000000000002;None;None;-0.031118;None;None;None;None;0.004432;None;None;None;None;None
islamic;455;None;None;0.056666999999999995;None;None;None;None;-0.204777;None;None;None;None;None;-0.193977;None;-0.090236;-0.0397;-0.5751;None;-0.176483;-0.168914;None;-0.158282;None;-0.036898;-0.174076;-0.204733;-0.22008899999999998;None;-0.162467;None;-0.023259000000000002;None;None;None;None;-0.42076800000000003;None;None;None;None;None
500;453;None;None;0.0;None;None;None;None;0.05229299999999999;None;None;None;None;None;0.004479;None;-0.033696;-0.053139;0.056575;None;-0.000323;0.021322;None;0.014393000000000001;None;-0.007951999999999999;-0.028743;0.0;0.026452;None;-0.09754299999999999;None;-0.037581;None;None;None;None;0.038281;None;None;None;None;None
Cleveland;453;None;None;0.0;None;None;None;None;0.00257;None;None;None;None;None;0.07224;None;-0.038048;-0.000303;-0.0244;None;-0.019936000000000002;0.138879;None;0.007244;None;0.068963;-0.006258;-0.17;0.135437;None;0.083371;None;0.028776;None;None;None;None;0.04817;None;None;None;None;None
December;451;None;None;0.031532;None;None;None;None;-0.008206999999999999;None;None;None;None;None;-0.051559;None;-0.020641;-0.101535;0.018912;None;-0.017708;0.009106;None;0.005831;None;-0.0074540000000000006;-0.042855000000000004;-0.041736;-0.006086;None;-0.0071189999999999995;None;0.15617999999999999;None;None;None;None;-0.010775;None;None;None;None;None
Medicaid;450;None;None;0.03855;None;None;None;None;0.0;None;None;None;None;None;0.040882;None;0.360175;0.1023;-0.148;None;0.066624;0.099064;None;0.041069;None;0.004079;0.0701;-0.018550999999999998;None;0.22031199999999998;None;0.054771;None;None;None;None;0.0;None;None;None;None;None
30;449;None;None;-0.119762;None;None;None;None;0.07401;None;None;None;None;None;0.024319999999999998;None;0.103252;0.024719;0.0;None;0.002983;0.012258;None;0.005017;None;0.08035199999999999;-0.022815000000000002;0.066983;0.016104;None;0.077279;None;0.013831999999999999;None;None;None;None;-0.11381;None;None;None;None;None
Taiwan;445;None;None;0.164233;None;None;None;None;0.0;0.0;None;None;None;None;None;0.003926;None;0.0;0.0;None;-0.026373;-0.020819999999999998;None;0.001889;None;-0.08807999999999999;-0.089271;0.000947;None;0.0;None;0.182722;None;None;None;None;-0.0722;None;None;None;None;None
Paris;441;None;None;0.004856;None;None;None;None;0.0;-0.247258;None;None;None;None;None;-0.020616;None;-0.11685999999999999;-0.264144;-0.333384;None;0.123744;-0.038722;None;0.003363;None;0.212075;-0.12147100000000001;0.190633;-0.12946400000000002;None;-0.075926;None;0.049706;None;None;None;None;-0.164535;None;None;None;None;None
South;439;None;None;-0.027323000000000004;None;None;None;None;0.015429;None;None;None;None;None;0.053030999999999995;None;0.007732999999999999;-0.020261;0.164633;None;-0.12678299999999998;-0.003177;None;-0.027349000000000002;None;0.01825;-0.11786700000000001;0.055264;-0.024571;None;-0.014419;None;0.0079;None;None;None;None;0.045696;None;None;None;None;None
mexican;438;None;None;-0.149312;None;None;None;None;-0.035676;None;None;None;None;None;-0.046243;None;-0.11305799999999999;-0.17538800000000002;-0.27115;None;-0.007935;-0.004163;None;-0.044297;None;-0.030808999999999996;0.028245999999999997;-0.101262;-0.07923999999999999;None;-0.06694800000000001;None;-0.136233;None;None;None;None;-0.072278;None;None;None;None;None
Afghanistan;433;None;None;-0.4197;None;None;None;None;-0.091684;None;None;None;None;None;-0.204891;None;-0.020527;-0.1072;-0.049914;None;-0.03664;-0.065161;None;-0.0719;None;-0.032075;-0.066834;0.01544;-0.093702;None;-0.075936;None;-0.038060000000000004;None;None;None;None;-0.086748;None;None;None;None;None
West Virginia;433;None;None;-0.091067;None;None;None;None;-0.045543;None;None;None;None;None;-0.034733;None;0.036456999999999996;-0.038662;None;0.28595;0.0054329999999999995;None;-0.0677;None;-0.033705;0.0;0.0;-0.264008;None;-0.19923;None;0.0108;None;None;None;None;-0.048325;None;None;None;None;None
English;432;None;None;0.0;None;None;None;None;-0.051671;None;None;None;None;None;-0.019017;None;-0.022772;-0.149;-0.0268;None;0.0457;-0.021797;None;0.068129;None;0.029044999999999998;0.09400399999999999;0.005938000000000001;0.17707699999999998;None;0.030106;None;-0.001234;None;None;None;None;0.038444;None;None;None;None;None
NFL;431;None;None;0.20655;None;None;None;None;-0.156526;None;None;None;None;None;-0.00865;None;0.14675;0.06816;0.042352;None;0.011288;-0.116671;None;0.025733;None;0.101341;-0.037363;0.0;0.0;None;0.09195;None;-0.117046;None;None;None;None;0.10206699999999999;None;None;None;None;None
Brown;429;None;None;0.0;None;None;None;None;-0.02839;None;None;None;None;None;0.149952;None;0.044924;-0.07885;0.05994;None;-0.040157;0.116275;None;-0.049337;None;0.168717;-0.07631399999999999;0.0;-0.040425;None;-0.059789999999999996;None;-0.068755;None;None;None;None;0.029289;None;None;None;None;None
hour;429;None;None;0.0;None;None;None;None;0.062028999999999994;None;None;None;None;None;0.061727;None;-0.084412;-0.143093;0.067227;None;-0.011023999999999999;-0.026095;None;-0.004212;None;0.011198;0.051627;0.036689;0.08005;None;0.002135;None;-0.030983999999999998;None;None;None;None;0.011439;None;None;None;None;None
african american;428;None;None;-0.064969;None;None;None;None;-0.001523;None;None;None;None;None;0.078846;None;-0.042505;0.02982;0.032;None;-0.039018000000000004;0.1011;None;0.049395999999999995;None;-0.057314;0.01896;0.087;-0.13056700000000002;None;-0.098843;None;0.120196;None;None;None;None;-0.017684000000000002;None;None;None;None;None
Christian;427;None;None;-0.164633;None;None;None;None;0.040683;None;None;None;None;None;0.08255599999999999;None;0.0;0.070675;0.0;None;0.115908;0.050835000000000005;None;0.067427;None;0.18092;-0.015409;0.5106;0.045763;None;0.086737;None;0.12046300000000001;None;None;None;None;0.061096000000000004;None;None;None;None;None
New Jersey;427;None;None;0.0;None;None;None;None;0.061425;0.046646;None;None;None;None;None;-0.00645;None;0.022677000000000003;-0.000307;0.0;None;-0.029127999999999998;-0.036088;None;0.0;None;-0.040206;0.017709;-0.02816;0.024329;None;-0.017711;None;-0.00159;None;None;None;None;0.016794999999999997;None;None;None;None;None
latino;426;None;None;0.056575;None;None;None;None;0.067329;None;None;None;None;None;-0.051258000000000005;None;0.041083;0.13578800000000002;-0.09534;None;-0.009858;0.050882;None;0.08479099999999999;None;0.027114999999999997;-0.003047;0.10195599999999999;-0.11361700000000001;None;0.006914;None;-0.08114400000000001;None;None;None;None;0.046606;None;None;None;None;None
NBC;423;None;None;0.0376;None;None;None;None;0.051777;None;None;None;None;None;0.095052;None;-0.009993;0.1251;0.0;None;0.065303;-0.020487000000000002;None;-0.016734;None;0.034089;-0.002039;0.240943;0.018728;None;0.078176;None;0.024937;None;None;None;None;0.15177000000000002;None;None;None;None;None
yesterday;419;None;None;0.2294;None;None;None;None;0.0;-0.011288;None;None;None;None;None;-0.018716;None;-0.021478;0.017289;0.1405;None;0.017075;-0.02414;None;-0.130625;None;0.06387899999999999;0.034237000000000004;-0.1499;0.051992;None;-0.09934;None;-0.020665;None;None;None;None;-0.050589;None;None;None;None;None
Iowa;417;None;None;0.012967;None;None;None;None;-0.008407;None;None;None;None;None;0.045347000000000005;None;-0.026343000000000002;0.106625;0.146291;None;0.057210000000000004;0.034709;None;0.03412;None;0.14356;0.075879;0.105708;0.0;None;0.1139;None;0.058954;None;None;None;None;0.041306;None;None;None;None;None
15;416;None;None;-0.15901300000000002;None;None;None;None;0.0;-0.046013;None;None;None;None;None;0.034324;None;-0.068868;0.0028539999999999998;0.0296;None;0.09967999999999999;-0.006479;None;0.008957;None;-0.010617;-0.029635;0.254617;-0.016054;None;0.089822;None;0.010703;None;None;None;None;0.000182;None;None;None;None;None
Fox News;414;None;None;-0.056575;None;None;None;None;-0.026514;None;None;None;None;None;-0.044781;None;0.07966000000000001;0.066983;-0.07955;None;-0.02426;0.10310899999999999;None;-0.004438;None;0.073202;0.047443;0.15434;-0.03112;None;-0.00321;None;0.09702899999999999;None;None;None;None;-0.09170700000000001;None;None;None;None;None
CIA;412;None;None;0.068;None;None;None;None;0.038236;None;None;None;None;None;0.01463;None;0.09534;0.100475;0.0;None;0.030218000000000002;0.055335;None;-0.077212;None;-0.011994;0.037725999999999996;0.20095;0.0;None;0.155583;None;0.114;None;None;None;None;0.0;None;None;None;None;None
2004;410;None;None;-0.07181799999999999;None;None;None;None;0.004118;None;None;None;None;None;-0.048324;None;-0.029348000000000003;0.052233;0.0;None;-0.032035;0.080721;None;-0.048536;None;-0.0008269999999999999;0.0251;-0.160186;0.008783;None;-0.066518;None;-0.023988;None;None;None;None;0.002829;None;None;None;None;None
Canada;409;None;None;-0.11925;None;None;None;None;0.09643;None;None;None;None;None;0.027127999999999996;None;-0.040045;0.015544;0.195675;None;0.046756;-0.00041600000000000003;None;0.038929000000000005;None;-0.047477;0.0529;0.401;0.045175;None;0.04058;None;0.011183;None;None;None;None;0.10145499999999999;None;None;None;None;None
October;407;None;None;0.10503699999999999;None;None;None;None;0.0;-0.064322;None;None;None;None;None;0.010333;None;0.086542;0.057482000000000005;-0.065;None;0.068264;-0.037994;None;0.023053;None;0.027507999999999998;-0.022659000000000002;0.044656;-0.013878999999999999;None;-0.035881;None;0.066143;None;None;None;None;-0.035422;None;None;None;None;None
Romney;407;None;None;-0.1591;None;None;None;None;0.048413;None;None;None;None;None;0.017896000000000002;None;0.087232;0.21801700000000002;0.058347;None;0.0;None;-0.0305;None;0.019449;0.026808999999999996;0.058303999999999995;0.081786;None;0.09771200000000001;None;0.038612;None;None;None;None;0.101592;None;None;None;None;None
Mike Pence;404;None;None;None;None;None;None;0.105629;None;None;None;None;None;-0.015319999999999999;None;-0.1204;0.10606700000000001;None;0.002726;-0.017187;None;-0.059241999999999996;None;0.108378;0.022667;-0.079479;None;0.0;None;0.015279;None;None;None;None;0.115598;None;None;None;None;None
Bill;403;None;None;-0.022021000000000002;None;None;None;None;0.004437;None;None;None;None;None;0.072857;None;-0.07169615384615385;0.059262;0.0;None;0.0;0.087413;None;0.01121;None;0.038154;0.06589500000000001;0.164633;0.095276;None;0.006889;None;-0.044656;None;None;None;None;-0.000745;None;None;None;None;None
Portland;401;None;None;None;None;None;None;-0.057919000000000005;None;None;None;None;None;-0.07852200000000001;None;0.005671;0.164633;0.0;None;0.0;0.0;None;0.25418;None;-0.10528699999999999;-0.09092;-0.10534;None;0.0;None;-0.108878;None;None;None;None;0.018047;None;None;None;None;None
West;400;None;None;0.030474;None;None;None;None;0.068325;None;None;None;None;None;0.028857;None;-0.188342;-0.21111999999999997;0.028860000000000004;None;-0.021896000000000002;-0.14675;None;0.043479000000000004;None;-0.020485;0.029807999999999998;0.0;-0.017188;None;0.037315;None;-0.004757;None;None;None;None;-0.047885000000000004;None;None;None;None;None
a year;399;None;None;-0.064171;None;None;None;None;0.002633;None;None;None;None;None;0.0015;None;-0.028156999999999998;0.022466999999999997;-0.132733;None;-0.021044999999999998;-0.006436;None;0.064546;None;-0.009106;-0.10959400000000001;-0.12058699999999999;0.0011;None;0.044686000000000003;None;-0.028668;None;None;None;None;-0.100108;None;None;None;None;None
Los Angeles;398;None;None;0.0;None;None;None;None;0.011992000000000001;None;None;None;None;None;0.047135;None;0.021247;-0.00025499999999999996;0.0;None;0.039876999999999996;0.021217;None;0.042571;None;0.042651999999999995;-0.017527;0.022147;0.035805000000000003;None;0.050119;None;0.04515;None;None;None;None;0.041743999999999996;None;None;None;None;None
Kansas;398;None;None;0.0;None;None;None;None;0.041405000000000004;None;None;None;None;None;-0.028243;None;0.085;-0.0592;0.0;None;0.008623;-0.128719;None;0.11436600000000001;None;-0.0034460000000000003;-0.032964999999999994;-0.384575;0.101531;None;0.0;None;-0.034766000000000005;None;None;None;None;0.068634;None;None;None;None;None
japanese;398;None;None;-0.011917;None;None;None;None;0.028702999999999996;None;None;None;None;None;-0.037788;None;-0.10080399999999999;0.065375;-0.4215;None;-0.0549;-0.022247;None;0.06917100000000001;None;0.029794;-0.028576999999999998;0.0;0.002292;None;-0.0999;None;0.031935000000000005;None;None;None;None;0.060203;None;None;None;None;None
Ivanka;396;None;None;None;None;None;None;0.0;None;None;None;None;None;0.049970999999999995;None;0.089233;None;0.030913999999999997;0.017381;None;0.025717;None;-0.043244;0.038186000000000005;0.10634500000000001;None;None;0.032462;None;None;None;None;0.010931;None;None;None;None;None
Apple;395;None;None;0.09223300000000001;None;None;None;None;0.10605099999999999;None;None;None;None;None;0.177767;None;0.0;0.11506500000000001;-0.004725;None;-0.09946;0.052725;None;0.094837;None;-0.032876999999999997;0.097207;0.042117;0.029135;None;0.072943;None;0.0235;None;None;None;None;0.006396;None;None;None;None;None
annual;395;None;None;0.4588;None;None;None;None;0.11113699999999999;None;None;None;None;None;0.0229;None;0.042243;0.035248;0.32985;None;-0.009914;0.109678;None;0.054916;None;0.045757;0.028779000000000002;0.06745;0.027972000000000004;None;-0.04116;None;-0.044844999999999996;None;None;None;None;0.21180700000000002;None;None;None;None;None
Wisconsin;393;None;None;0.0;None;None;None;None;-0.087933;None;None;None;None;None;0.055640999999999996;None;-0.053647;0.09815;0.1184;None;-0.012067;0.039775;None;0.11244000000000001;None;0.024291;-0.19806700000000002;0.0;0.049982;None;0.001258;None;-0.011297;None;None;None;None;0.040010000000000004;None;None;None;None;None
South Carolina;390;None;None;0.045409;None;None;None;None;0.013177000000000001;None;None;None;None;None;0.008440999999999999;None;0.059;0.005458;0.10866400000000001;None;-0.011718000000000001;-0.011719;None;0.014925999999999998;None;0.031483;0.027473;-0.002844;0.036427;None;-0.0017519999999999999;None;-0.0526;None;None;None;None;0.008047;None;None;None;None;None
London;390;None;None;-0.4434;None;None;None;None;-0.016082;None;None;None;None;None;-0.029262;None;0.054897;-0.053627;-0.05765700000000001;None;-0.081591;0.026293;None;-0.107071;None;-0.019846000000000003;0.15715;-0.038956;-0.036892;None;0.018825;None;0.050089;None;None;None;None;0.000628;None;None;None;None;None
the Republican Party;389;None;None;0.26716999999999996;None;None;None;None;0.44154399999999994;None;None;None;None;None;0.352029;None;0.381735;0.368435;0.427579;None;0.405876;0.39174699999999996;None;0.380473;None;0.39155100000000004;0.404053;0.3588;0.28375;None;0.33774;None;0.417945484375;None;None;None;None;0.31759299999999996;None;None;None;None;None
September;389;None;None;0.0;None;None;None;None;-0.007541;None;None;None;None;None;0.015382;None;0.087667;0.148213;0.08038;None;0.009649;-0.026131;None;0.008916;None;0.02766;0.029781000000000002;0.109767;-0.022966;None;0.1021;None;-0.051427;None;None;None;None;0.0942;None;None;None;None;None
last night;383;None;None;0.31845;None;None;None;None;0.0;0.003075;None;None;None;None;None;-0.014719;None;-0.06163300000000001;0.20854;0.0;None;-0.0168;-0.015193;None;-0.038044;None;-0.08443099999999999;-0.003582;0.0;-0.07128999999999999;None;0.0;None;0.018434;None;None;None;None;0.062149;None;None;None;None;None
indian;381;None;None;0.0;None;None;None;None;-0.051123;None;None;None;None;None;0.0;None;-0.13465;-0.0129;0.0;None;-0.011623999999999999;-0.008715;None;-0.021384999999999998;None;0.016697;-0.010975;-0.13702;0.030337;None;0.020683;None;-0.00515;None;None;None;None;-0.021603999999999998;None;None;None;None;None
2007;381;None;None;-0.02398;None;None;None;None;0.034932;None;None;None;None;None;0.059097000000000004;None;0.026067;0.015024000000000001;0.072564;None;-0.028451999999999998;-0.076487;None;0.018;None;-0.006667;-0.051878999999999995;0.190633;-0.093448;None;0.033;None;-0.06275900000000001;None;None;None;None;-0.030885000000000003;None;None;None;None;None
NASA;379;None;None;0.0;None;None;None;None;0.033722;None;None;None;None;None;0.044892;None;-0.13628900000000002;0.036982999999999995;0.6249;None;0.05103;-0.002487;None;0.009129;None;-0.075509;0.22935999999999998;0.021333;0.11039700000000001;None;0.035713999999999996;None;-0.005034;None;None;None;None;0.219385;None;None;None;None;None
Arizona;379;None;None;-0.041275;None;None;None;None;-0.006455;None;None;None;None;None;-0.0814;None;0.006397;-0.046911;-0.1597;None;-0.047124;-0.042669;None;-0.053412;None;0.026822000000000002;0.019456;0.0;-0.010208;None;0.024169;None;0.055536;None;None;None;None;-0.16813;None;None;None;None;None
eight;379;None;None;-0.098825;None;None;None;None;-0.007756;None;None;None;None;None;0.017506;None;0.020687;0.030925;0.013673;None;-0.031958999999999994;-0.050285;None;0.04507;None;0.019474;0.06481100000000001;-0.24914299999999998;-0.079919;None;-0.08008;None;-0.09514600000000001;None;None;None;None;0.056916999999999995;None;None;None;None;None
7;378;None;None;0.076425;None;None;None;None;-0.032968;None;None;None;None;None;0.0002;None;0.0601;-0.09373;0.0;None;0.030757999999999997;0.008973;None;0.01768;None;-0.047159;0.002015;0.0;0.009897;None;-0.007359999999999999;None;0.01165;None;None;None;None;0.059213;None;None;None;None;None
Fox;376;None;None;0.1182;None;None;None;None;0.018223;None;None;None;None;None;0.037192;None;0.006555;0.348817;0.400325;None;-0.249975;0.263954;None;0.109776;None;0.066054;0.173574;0.0;0.026507999999999997;None;-0.038842;None;0.039858;None;None;None;None;-0.020482;None;None;None;None;None
India;375;None;None;0.1702;None;None;None;None;0.079313;None;None;None;None;None;-0.004231;None;-0.050033;0.070146;0.334833;None;0.041205;0.038538;None;0.114804;None;-0.013897;-0.008833;-0.011008;0.012681;None;-0.034684;None;0.027497000000000004;None;None;None;None;0.055372000000000005;None;None;None;None;None
Harvard;374;None;None;-0.09534;None;None;None;None;-0.056303;None;None;None;None;None;0.0;None;0.030112;0.089271;0.0159;None;0.094986;0.053679;None;0.040217;None;0.042933;0.00064;0.036427;0.025081;None;0.025718;None;0.114068;None;None;None;None;-0.081152;None;None;None;None;None
Bernie;373;None;None;0.058991999999999996;None;None;None;None;0.06979099999999999;None;None;None;None;None;0.0;None;0.149814;0.056554999999999994;0.14876;None;0.0703;0.11024300000000001;None;None;0.11604300000000001;0.034770999999999996;-0.002846;-0.048317;None;0.10631900000000001;None;-0.5574;None;None;None;None;0.134831;None;None;None;None;None
Cuba;372;None;None;0.0;None;None;None;None;-0.0041530000000000004;None;None;None;None;None;0.030083;None;0.09107699999999999;0.034667;0.037572;None;0.032725;0.0903;None;-0.10212;None;0.010434;-0.066622;0.09874;None;0.024916;None;-0.010024;None;None;None;None;0.0843;None;None;None;None;None
